GeneSymbol,GeneID,DiseaseName,DiseaseID,DirectEvidence,OmimIDs,PubMedIDs
IL4,3565,Non-alcoholic Fatty Liver Disease,MESH:D065626,marker/mechanism,,21664615
INS,3630,Non-alcoholic Fatty Liver Disease,MESH:D065626,marker/mechanism,,32613381
JAK2,3717,Non-alcoholic Fatty Liver Disease,MESH:D065626,marker/mechanism,,28100771
KLB,152831,Non-alcoholic Fatty Liver Disease,MESH:D065626,marker/mechanism,,29289645
LAMA1,284217,Non-alcoholic Fatty Liver Disease,MESH:D065626,marker/mechanism,,21664615
LDLR,3949,Non-alcoholic Fatty Liver Disease,MESH:D065626,marker/mechanism,,20938947|23127599|23285030
LEP,3952,Non-alcoholic Fatty Liver Disease,MESH:D065626,marker/mechanism,,24211274|36105184
LIF,3976,Non-alcoholic Fatty Liver Disease,MESH:D065626,marker/mechanism,,21664615
MMP1,4312,Non-alcoholic Fatty Liver Disease,MESH:D065626,marker/mechanism,,21664615
MRTFA,57591,Non-alcoholic Fatty Liver Disease,MESH:D065626,therapeutic,,33779332
MTTP,4547,Non-alcoholic Fatty Liver Disease,MESH:D065626,marker/mechanism,,35654975
NFE2L2,4780,Non-alcoholic Fatty Liver Disease,MESH:D065626,marker/mechanism,,25294219
NLRP3,114548,Non-alcoholic Fatty Liver Disease,MESH:D065626,therapeutic,,34274649
NQO1,1728,Non-alcoholic Fatty Liver Disease,MESH:D065626,marker/mechanism,,29289645
NR1H4,9971,Non-alcoholic Fatty Liver Disease,MESH:D065626,marker/mechanism,,29142166|32062620
NR5A2,2494,Non-alcoholic Fatty Liver Disease,MESH:D065626,marker/mechanism,,29515023
PDK4,5166,Non-alcoholic Fatty Liver Disease,MESH:D065626,marker/mechanism,,29289645
PEMT,10400,Non-alcoholic Fatty Liver Disease,MESH:D065626,marker/mechanism,,29416063
PNPLA3,80339,Non-alcoholic Fatty Liver Disease,MESH:D065626,marker/mechanism,,18820647|24531328|27180240
PPARA,5465,Non-alcoholic Fatty Liver Disease,MESH:D065626,marker/mechanism,,23603006
PPARD,5467,Non-alcoholic Fatty Liver Disease,MESH:D065626,marker/mechanism|therapeutic,,16574099|29289645
PPARG,5468,Non-alcoholic Fatty Liver Disease,MESH:D065626,marker/mechanism,,35654975
PRDX3,10935,Non-alcoholic Fatty Liver Disease,MESH:D065626,therapeutic,,34678374
PRF1,5551,Non-alcoholic Fatty Liver Disease,MESH:D065626,marker/mechanism,,24211274
PRKACA,5566,Non-alcoholic Fatty Liver Disease,MESH:D065626,marker/mechanism,,29341352
PRKCA,5578,Non-alcoholic Fatty Liver Disease,MESH:D065626,marker/mechanism,,29341352
PRKCD,5580,Non-alcoholic Fatty Liver Disease,MESH:D065626,marker/mechanism,,29341352
PRKCE,5581,Non-alcoholic Fatty Liver Disease,MESH:D065626,marker/mechanism,,29341352
PTEN,5728,Non-alcoholic Fatty Liver Disease,MESH:D065626,marker/mechanism,,26023714
RAG2,5897,Non-alcoholic Fatty Liver Disease,MESH:D065626,marker/mechanism,,24211274
RDX,5962,Non-alcoholic Fatty Liver Disease,MESH:D065626,marker/mechanism,,29341352
SCARB1,949,Non-alcoholic Fatty Liver Disease,MESH:D065626,marker/mechanism,,23127599
SERPINA1,5265,Non-alcoholic Fatty Liver Disease,MESH:D065626,marker/mechanism,,35654975
SERPINB2,5055,Non-alcoholic Fatty Liver Disease,MESH:D065626,marker/mechanism,,21664615
SIRT1,23411,Non-alcoholic Fatty Liver Disease,MESH:D065626,therapeutic,,26026874
SREBF1,6720,Non-alcoholic Fatty Liver Disease,MESH:D065626,marker/mechanism,,23603006|24633463
STC2,8614,Non-alcoholic Fatty Liver Disease,MESH:D065626,marker/mechanism,,24097666
TGFB1,7040,Non-alcoholic Fatty Liver Disease,MESH:D065626,marker/mechanism,,21664615|32613381
TM6SF2,53345,Non-alcoholic Fatty Liver Disease,MESH:D065626,marker/mechanism,,24531328
TNF,7124,Non-alcoholic Fatty Liver Disease,MESH:D065626,marker/mechanism,,32613381
TNFRSF1B,7133,Non-alcoholic Fatty Liver Disease,MESH:D065626,marker/mechanism,,20353583
TRIB1,10221,Non-alcoholic Fatty Liver Disease,MESH:D065626,marker/mechanism,,35654975
TRIB3,57761,Non-alcoholic Fatty Liver Disease,MESH:D065626,marker/mechanism,,29289645
VLDLR,7436,Non-alcoholic Fatty Liver Disease,MESH:D065626,marker/mechanism,,29289645
XBP1,7494,Non-alcoholic Fatty Liver Disease,MESH:D065626,marker/mechanism,,24097666
