GeneSymbol,GeneID,DiseaseName,DiseaseID,DirectEvidence,OmimIDs,PubMedIDs
PRM,39002,Parkinson Disease,MESH:D010300,marker/mechanism,,18353766
RAB32,10981,Parkinson Disease,MESH:D010300,marker/mechanism,,38858457
RAB39B,116442,"Parkinsonism, early onset with mental retardation",MESH:C537179,marker/mechanism,311510,
RDGA,31826,Parkinson Disease,MESH:D010300,marker/mechanism,,18353766
RETININ,53564,Parkinson Disease,MESH:D010300,marker/mechanism,,18353766
RGS2,5997,"Parkinson Disease, Secondary",MESH:D010302,marker/mechanism,,18347610
RPL14,9045,Parkinson Disease,MESH:D010300,marker/mechanism,,18353766
RPL23A,6147,Parkinson Disease,MESH:D010300,marker/mechanism,,18353766
RPL6,6128,Parkinson Disease,MESH:D010300,marker/mechanism,,18353766
RPS8,6202,Parkinson Disease,MESH:D010300,marker/mechanism,,18353766
RTNL1,33721,Parkinson Disease,MESH:D010300,marker/mechanism,,18353766
SHH,6469,"Parkinson Disease, Secondary",MESH:D010302,therapeutic,,11771942
SLC18A2,6571,Parkinson Disease,MESH:D010300,marker/mechanism,,16112329|34774656
SLC18A2,6571,"Parkinson Disease, Secondary",MESH:D010302,marker/mechanism,,34774656
SLC18A2,6571,Parkinsonian Disorders,MESH:D020734,therapeutic,,16269145
SLC2A14,144195,Parkinson Disease,MESH:D010300,marker/mechanism,,25475535
SLC30A10,55532,Parkinson Disease,MESH:D010300,marker/mechanism,,25149416
SLC30A10,55532,Parkinsonian Disorders,MESH:D020734,marker/mechanism,,26220508
SLC38A2,54407,Parkinson Disease,MESH:D010300,therapeutic,,35728354
SLC39A14,23516,"Dystonia-Parkinsonism, Adult-Onset",MESH:C567844,marker/mechanism,,36152728
SLC6A3,6531,Parkinson Disease,MESH:D010300,marker/mechanism,,16112329|16963468|19590691|9763484
SLC6A3,6531,"Parkinsonism-Dystonia, Infantile",MESH:C567730,marker/mechanism,613135,27555326
SNCA,6622,Parkinson Disease,MESH:D010300,marker/mechanism,,11535288|12151787|12732244|12885775|14535945|15099020|17131421|17690948|18322262|18353766|18841091|19915575|19915576|20664293|20711177|21245015|21892157|22043175|22110584|22166454|22185909|22355530|24509835|24833599|25064009|25106480|25149416|25475535|25631236
SNCA,6622,"PARKINSON DISEASE 1, AUTOSOMAL DOMINANT",OMIM:168601,marker/mechanism,168601,
SNCA,6622,"Parkinson Disease 4, Autosomal Dominant Lewy Body",MESH:C565324,marker/mechanism,605543,
SNCA,6622,"Parkinson Disease, Secondary",MESH:D010302,marker/mechanism,,34332006
SNCA,6622,Parkinsonian Disorders,MESH:D020734,marker/mechanism,,20464527|22319455|23046578|23295396|26075822|26558463|26687234|27026137|27324791|38016618
SNCAIP,9627,"PARKINSON DISEASE, LATE-ONSET",OMIM:168600,marker/mechanism,168600,
SOD1,6647,Parkinson Disease,MESH:D010300,marker/mechanism|therapeutic,,16353238|21318773
SOD2,6648,Parkinson Disease,MESH:D010300,marker/mechanism,,17188257|18353766|25279756
SYNJ1,8867,"PARKINSON DISEASE 20, EARLY-ONSET",OMIM:615530,marker/mechanism,615530,
TALDO1,6888,Parkinson Disease,MESH:D010300,marker/mechanism,,23233872
TBP,6908,"PARKINSON DISEASE, LATE-ONSET",OMIM:168600,marker/mechanism,168600,
TCL1B,9623,Parkinson Disease,MESH:D010300,marker/mechanism,,25475535
TFAM,7019,"Parkinson Disease, Secondary",MESH:D010302,marker/mechanism,,28595911
TH,7054,Parkinson Disease,MESH:D010300,marker/mechanism,,30236862
TH,7054,Parkinsonian Disorders,MESH:D020734,marker/mechanism,,11246459|8817341
TMEM230,29058,Parkinson Disease,MESH:D010300,marker/mechanism,,27270108
TNF,7124,Parkinson Disease,MESH:D010300,marker/mechanism,,21318773
TRNT,4576,"PARKINSON DISEASE, LATE-ONSET",OMIM:168600,marker/mechanism,168600,
TRNT,4576,"Parkinson Disease, Mitochondrial",MESH:C564015,marker/mechanism,556500,
TRPM2,7226,Parkinson Disease,MESH:D010300,marker/mechanism,,27957685
TRPM7,54822,AMYOTROPHIC LATERAL SCLEROSIS-PARKINSONISM/DEMENTIA COMPLEX 1,OMIM:105500,marker/mechanism,105500,
UCHL1,7345,"PARKINSON DISEASE 5, AUTOSOMAL DOMINANT, SUSCEPTIBILITY TO",OMIM:613643,marker/mechanism,613643,
UP,104073,Parkinson Disease,MESH:D010300,marker/mechanism,,18353766
VPS13C,54832,"PARKINSON DISEASE 23, AUTOSOMAL RECESSIVE EARLY-ONSET",OMIM:616840,marker/mechanism,616840,
VPS35,55737,Parkinson Disease,MESH:D010300,marker/mechanism,,25149416
VPS35,55737,PARKINSON DISEASE 17,OMIM:614203,marker/mechanism,614203,
