GeneSymbol,GeneID,DiseaseName,DiseaseID,DirectEvidence,OmimIDs,PubMedIDs
LGALS3,3958,Osteoarthritis,MESH:D010003,marker/mechanism,,34894372
LMX1B,4010,"Osteoarthritis, Hip",MESH:D015207,marker/mechanism,,30374069
LTBP1,4052,"Osteoarthritis, Knee",MESH:D020370,marker/mechanism,,30374069
LTBP3,4054,Osteoarthritis,MESH:D010003,marker/mechanism,,11790802|12379497
LTBP3,4054,"Osteoarthritis, Hip",MESH:D015207,marker/mechanism,,30374069
MAPT,4137,"Osteoarthritis, Hip",MESH:D015207,marker/mechanism,,30664745
MATN3,4148,Osteoarthritis,MESH:D010003,marker/mechanism,140600,
MIR219A1,407002,"Osteoarthritis, Knee",MESH:D020370,therapeutic,,35962723
MIR337,442905,"Osteoarthritis, Spine",MESH:D055013,marker/mechanism,,34697729
MSN,4478,Osteoarthritis,MESH:D010003,marker/mechanism,,18784066
MVP,9961,Osteoarthritis,MESH:D010003,marker/mechanism,,18784066
MYH13,8735,Osteoarthritis,MESH:D010003,marker/mechanism,,18784066
NDUFS8,4728,Osteoarthritis,MESH:D010003,marker/mechanism,,18784066
NDUFV1,4723,Osteoarthritis,MESH:D010003,marker/mechanism,,18784066
NME2,4831,Osteoarthritis,MESH:D010003,marker/mechanism,,18784066
OPA1,4976,Osteoarthritis,MESH:D010003,marker/mechanism,,18784066
P3H3,10536,Osteoarthritis,MESH:D010003,marker/mechanism,,18784066
PDCD6IP,10015,Osteoarthritis,MESH:D010003,marker/mechanism,,18784066
PDHA1,5160,Osteoarthritis,MESH:D010003,marker/mechanism,,18784066
PLCD1,5333,Osteoarthritis,MESH:D010003,marker/mechanism,,18784066
PLOD2,5352,Osteoarthritis,MESH:D010003,marker/mechanism,,18784066
PLS3,5358,Osteoarthritis,MESH:D010003,marker/mechanism,,18784066
POU3F3,5455,Osteoarthritis,MESH:D010003,marker/mechanism,,17568789
PPARG,5468,Osteoarthritis,MESH:D010003,marker/mechanism,,17568789
PPP2R1A,5518,Osteoarthritis,MESH:D010003,marker/mechanism,,18784066
PSMB1,5689,Osteoarthritis,MESH:D010003,marker/mechanism,,18784066
PTGS2,5743,Osteoarthritis,MESH:D010003,marker/mechanism,,32004530
RAN,5901,Osteoarthritis,MESH:D010003,marker/mechanism,,18784066
RCN3,57333,Osteoarthritis,MESH:D010003,marker/mechanism,,18784066
RUNX2,860,Osteoarthritis,MESH:D010003,marker/mechanism,,20008919
RUNX2,860,"Osteoarthritis, Hip",MESH:D015207,marker/mechanism,,30374069
S100A4,6275,Osteoarthritis,MESH:D010003,marker/mechanism,,16948116
SBNO1,55206,"Osteoarthritis, Knee",MESH:D020370,marker/mechanism,,30374069
SCRN1,9805,Osteoarthritis,MESH:D010003,marker/mechanism,,18784066
SDCBP,6386,Osteoarthritis,MESH:D010003,marker/mechanism,,18784066
SDHA,6389,Osteoarthritis,MESH:D010003,marker/mechanism,,18784066
SEC23A,10484,Osteoarthritis,MESH:D010003,marker/mechanism,,18784066
SGCG,6445,Osteoarthritis,MESH:D010003,marker/mechanism,,17568789
SKP2,6502,"Osteoarthritis, Spine",MESH:D055013,marker/mechanism,,34697729
SLC2A1,6513,Osteoarthritis,MESH:D010003,marker/mechanism,,18973239
SMAD3,4088,Osteoarthritis,MESH:D010003,marker/mechanism,,21217753|22772368
SMAD3,4088,"Osteoarthritis, Hip",MESH:D015207,marker/mechanism,,30374069
SMO,6608,"Osteoarthritis, Hip",MESH:D015207,marker/mechanism,,30374069
SOD2,6648,Osteoarthritis,MESH:D010003,marker/mechanism,,15292528|18784066|22108257
TFPI2,7980,Osteoarthritis,MESH:D010003,marker/mechanism,,15292528
TGFB1,7040,Osteoarthritis,MESH:D010003,marker/mechanism,,30664745
TGM2,7052,Osteoarthritis,MESH:D010003,marker/mechanism,,18784066
TNC,3371,"Osteoarthritis, Hip",MESH:D015207,marker/mechanism,,30374069
TNF,7124,"Osteoarthritis, Spine",MESH:D055013,marker/mechanism,,34697729
TNFSF15,9966,Osteoarthritis,MESH:D010003,marker/mechanism,,30664745
TRAP1,10131,Osteoarthritis,MESH:D010003,marker/mechanism,,18784066
TRIM2,23321,Osteoarthritis,MESH:D010003,marker/mechanism,,17568789
TRPV4,59341,Osteoarthritis,MESH:D010003,marker/mechanism,,21964574
TXNRD1,7296,Osteoarthritis,MESH:D010003,marker/mechanism,,18784066
VDAC2,7417,Osteoarthritis,MESH:D010003,marker/mechanism,,18784066
VIM,7431,Osteoarthritis,MESH:D010003,marker/mechanism,,16876394|18784066
WWP2,11060,"Osteoarthritis, Knee",MESH:D020370,marker/mechanism,,30374069
YWHAQ,10971,Osteoarthritis,MESH:D010003,marker/mechanism,,18784066
