GeneSymbol,GeneID,DiseaseName,DiseaseID,DirectEvidence,OmimIDs,PubMedIDs
ESRRA,2101,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,23090186
ETS1,2113,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,30718926
FAM234A,83986,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28869590
FAS,355,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,16123366
FAS,355,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,16123366
FGF21,26291,"Diabetes Mellitus, Experimental",MESH:D003921,therapeutic,,23499715
FGF21,26291,"Diabetes Mellitus, Type 1",MESH:D003922,therapeutic,,23499715
FGF21,26291,"Diabetes Mellitus, Type 2",MESH:D003924,therapeutic,,26797127
FN1,2335,Diabetes Mellitus,MESH:D003920,marker/mechanism,,20551625
FOXO3,2309,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,23090186|23792339
FTO,79068,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,23104008
GCG,2641,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,23466488
GCK,2645,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,16123366
GCK,2645,"Diabetes Mellitus, Permanent Neonatal",MESH:C563425,marker/mechanism,606176,
GCK,2645,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,125853,15102714|15161764|16123366|20081858
GCKR,2646,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,20081858
GCLC,2729,"Diabetes Mellitus, Type 2",MESH:D003924,therapeutic,,32715377
GCLM,2730,"Diabetes Mellitus, Type 2",MESH:D003924,therapeutic,,32715377
GLIS3,169792,"Diabetes Mellitus, Neonatal, with Congenital Hypothyroidism",MESH:C565705,marker/mechanism,610199,
GLIS3,169792,"Diabetes Mellitus, Type 1",MESH:D003922,marker/mechanism,,19430480
GLIS3,169792,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,22158537
GLP1R,2740,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,30718926
GNB3,2784,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,12511541
GP2,2813,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,30718926
GPAM,57678,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,9452481
GPD2,2820,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,16123366
GPD2,2820,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,125853,16123366
GPX1,2876,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,16123366
GPX1,2876,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,16123366|23795780
GRB14,2888,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,21874001
GSR,2936,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,20620209
GSTM1,2944,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,22652274
HBA1,3039,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,16632892
HECTD4,283450,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,35713687
HHEX,3087,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,23104008
HK1,3098,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,16123366
HK1,3098,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,16123366
HLA-DQA1,3117,"Diabetes Mellitus, Type 1",MESH:D003922,marker/mechanism,,26168013
HLA-DQB1,3119,"Diabetes Mellitus, Type 1",MESH:D003922,marker/mechanism,,26168013
HLA-DRB1,3123,"Diabetes Mellitus, Type 1",MESH:D003922,marker/mechanism,,26168013
HLA-DRB5,3127,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28869590
HMG20A,10363,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,21874001
HMGA1,3159,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,125853,23512162
HMOX1,3162,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism|therapeutic,,16123366|16959961|18375438|19804535
HMOX1,3162,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism|therapeutic,,12136229|16123366|16959961
HNF1A,6927,"Diabetes Mellitus, Insulin-Dependent, 20",MESH:C567286,marker/mechanism,612520,
HNF1A,6927,"Diabetes Mellitus, Type 1",MESH:D003922,marker/mechanism,222100,
HNF1A,6927,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,125853,28869590
HNF1B,6928,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism|therapeutic,125853,17603485
HNF4A,3172,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,125853,17317762|21874001|22158537
HP,3240,"Diabetes Mellitus, Type 1",MESH:D003922,marker/mechanism,,16506275
HP,3240,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,16506275
HPX,3263,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,16506275
HSD11B1,3290,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,14697232
HSD11B2,3291,"Diabetes Mellitus, Type 1",MESH:D003922,marker/mechanism,,16616286
HYMAI,57061,"Diabetes Mellitus, Transient Neonatal, 1",MESH:C563322,marker/mechanism,601410,
IAPP,3375,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,16123366
IAPP,3375,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,16123366|23793354
ICAM1,3383,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,14871415|20388520|24513509
ICAM1,3383,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,24513509
ID1,3397,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,16123366
ID1,3397,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,16123366
IFNG,3458,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,21340626
IFNG,3458,"Diabetes Mellitus, Type 1",MESH:D003922,marker/mechanism,,21340626
IGF1,3479,"Diabetes Mellitus, Experimental",MESH:D003921,therapeutic,,24632065
IGF1,3479,"Diabetes Mellitus, Type 1",MESH:D003922,therapeutic,,24632065
IGF2BP2,10644,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,125853,
IL10,3586,"Diabetes Mellitus, Type 1",MESH:D003922,marker/mechanism,,19430480
IL13RA1,3597,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,30718926
IL19,29949,"Diabetes Mellitus, Type 1",MESH:D003922,marker/mechanism,,19430480
IL1B,3553,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,12123627
IL20,50604,"Diabetes Mellitus, Type 1",MESH:D003922,marker/mechanism,,19430480
IL27,246778,"Diabetes Mellitus, Type 1",MESH:D003922,marker/mechanism,,19430480
IL2RA,3559,"Diabetes Mellitus, Insulin-Dependent, 10",MESH:C566602,marker/mechanism,601942,
IL2RA,3559,"Diabetes Mellitus, Type 1",MESH:D003922,marker/mechanism,,17676041|19119414|19701192|30224649
IL6,3569,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,22138235
IL6,3569,"Diabetes Mellitus, Type 1",MESH:D003922,marker/mechanism,222100,
IL6,3569,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,125853,
INPPL1,3636,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,12086927|25635986
INS,3630,Diabetes Mellitus,MESH:D003920,marker/mechanism|therapeutic,,11446671|15628829|17855560|18162506|2055425|7294224|7624867|8400068
INS,3630,"Diabetes Mellitus, Insulin-Dependent, 2",MESH:C565100,marker/mechanism,125852,
INS,3630,"Diabetes Mellitus, Type 1",MESH:D003922,therapeutic,,20620209
INS,3630,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism|therapeutic,,11522680|11978674|15531508|16259526|16519038|21680998|21779873|23349674|3511099|7573102
INS1,16333,"Diabetes Mellitus, Experimental",MESH:D003921,therapeutic,,2975197|3044883
INS1,16333,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,19586609
INS2,16334,Diabetes Mellitus,MESH:D003920,marker/mechanism,,19775285
INS2,16334,"Diabetes Mellitus, Type 1",MESH:D003922,marker/mechanism,,17151334|29420703
INSR,3643,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,22138235|9243097
INSR,3643,"Diabetes Mellitus, Insulin-Resistant, with Acanthosis Nigricans",MESH:C562710,marker/mechanism,610549,
IRS1,3667,Diabetes Mellitus,MESH:D003920,marker/mechanism,,10591678
IRS1,3667,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,22138235
IRS1,3667,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,125853,10430617|12679424|15688983|19734900|28869590|8104271|8723689
IRS2,8660,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,25808216
IRS2,8660,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,125853,
ITGA1,3672,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,30718926
ITLN1,55600,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,23555749
ITPR3,3710,"Diabetes Mellitus, Type 1",MESH:D003922,marker/mechanism,222100,
JADE2,23338,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28869590
JAZF1,221895,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,18372903
KCNJ11,3767,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,16123366
KCNJ11,3767,"Diabetes Mellitus, Transient Neonatal, 3",MESH:C566432,marker/mechanism,610582,
KCNJ11,3767,"Diabetes Mellitus, Type 1",MESH:D003922,marker/mechanism,,18025464
KCNJ11,3767,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,16123366|22209866
KCNK16,83795,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,22158537
KCNQ1,3784,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,18711366|18711367|26551672
KCNU1,157855,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28869590
KIF1A,547,Diabetes Mellitus,MESH:D003920,marker/mechanism,,23776493
KIF5B,3799,Diabetes Mellitus,MESH:D003920,marker/mechanism,,23776493
KL,9365,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28869590
KLF14,136259,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,29632379
KSR2,283455,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,30718926
LEP,3952,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,28242381|31313498|31483951
LEP,3952,"Diabetes Mellitus, Type 2",MESH:D003924,therapeutic,,15070752
LEPR,3953,Diabetes Mellitus,MESH:D003920,marker/mechanism,,15028607
LEPR,3953,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,15093691|16427799|17065336|19452630|19478208|20567778|22933112|24263156|26939912|27151219|30635400|35472412|36066211|39059604
LEPR,3953,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,20175764|22933112|24263156|26939912|39059604
LIPC,3990,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,125853,15126514|15656877
MAEA,10296,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,22158537
MAP3K5,4217,Diabetes Mellitus,MESH:D003920,marker/mechanism,,16731828
MAP3K5,4217,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,18342293
MAPK8IP1,9479,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,125853,
MAT1A,4143,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,23665415
MFGE8,4240,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,,21505870
MIR10B,406903,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28545106
MIR1226,100302232,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28545106
MIR1228,100302201,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28545106
MIR1249,100302149,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28545106
MIR125B1,406911,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,24478399
MIR126,406913,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,24478399
MIR1260A,100302236,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28545106
MIR1260B,100422991,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28545106
MIR127,406914,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28545106
MIR1296,100302150,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28545106
MIR1301,100302246,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28545106
MIR1306,100302197,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28545106
MIR1307,100302174,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28545106
MIR130B,406920,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,24478399
MIR140,406932,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,24478399
MIR141,406933,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28545106
MIR142,406934,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,24478399
MIR144,406936,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28545106
MIR151A,442893,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28545106
MIR17HG,407975,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28869590
MIR181C,406957,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28545106
MIR1908,100302263,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28545106
MIR192,406967,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,24478399
MIR195,406971,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,24478399
MIR200A,406983,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28545106
MIR203A,406986,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28545106
MIR204,406987,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28545106
MIR205,406988,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28545106
MIR2116,100313886,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28545106
MIR214,406996,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28545106
MIR215,406997,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28545106
MIR221,407006,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28545106
MIR222,407007,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,24478399|28545106
MIR27A,407018,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28545106
MIR30A,407029,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28545106
MIR3173,100422981,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28545106
MIR335,442904,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28545106
MIR339,442907,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28545106
MIR33B,693120,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28545106
MIR375,494324,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28545106
MIR377,494326,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28545106
MIR409,574413,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28545106
MIR423,494335,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,24478399
MIR432,574451,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28545106
MIR4482,100616323,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28545106
MIR4516,100616258,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28545106
MIR483,619552,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28545106
MIR485,574436,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28545106
MIR487B,664616,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28545106
MIR532,693124,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,24478399
MIR628,693213,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28545106
MIR6741,102466270,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28545106
MIR6803,102466739,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28545106
MIR744,100126313,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28545106
MIR7704,102465802,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28545106
MIR8061,102466251,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28545106
MIR885,100126334,"Diabetes Mellitus, Type 2",MESH:D003924,marker/mechanism,,28545106
