ChemicalName,ChemicalID,CasRN,DiseaseName,DiseaseID,DirectEvidence,InferenceGeneSymbol,InferenceScore,OmimIDs,PubMedIDs
"1,2-Dihydroxybenzene-3,5-Disulfonic Acid Disodium Salt",D014013,149-45-1,Pulmonary Edema,MESH:D011654,,NOS3,9.50,,16844920
"1,2-Dihydroxybenzene-3,5-Disulfonic Acid Disodium Salt",D014013,149-45-1,Pulmonary Edema,MESH:D011654,,PARP1,9.50,,11818323
"1,2-Dihydroxybenzene-3,5-Disulfonic Acid Disodium Salt",D014013,149-45-1,Pulmonary Edema,MESH:D011654,,TNF,9.50,,21188088|34390737
"1,2-dihydroxynaphthalene",C050642,574-00-5,Pulmonary Edema,MESH:D011654,,CAT,3.48,,15612528
"1,2-Dimethylhydrazine",D019813,540-73-8,Pulmonary Edema,MESH:D011654,,CAT,20.67,,15612528
"1,2-Dimethylhydrazine",D019813,540-73-8,Pulmonary Edema,MESH:D011654,,HSPA12B,20.67,,38901789
"1,2-Dimethylhydrazine",D019813,540-73-8,Pulmonary Edema,MESH:D011654,,NOS3,20.67,,16844920
"1,2-Dimethylhydrazine",D019813,540-73-8,Pulmonary Edema,MESH:D011654,,PARP1,20.67,,11818323
"1,2-Dimethylhydrazine",D019813,540-73-8,Pulmonary Edema,MESH:D011654,,TNF,20.67,,21188088|34390737
"1,2-dioleoyl-3-phosphoethanolamine-n-(poly(ethyleneglycol))-hydroxy succinamide",C512968,,Pulmonary Edema,MESH:D011654,,CAT,3.60,,15612528
"1,2-distearoyllecithin",C010942,4539-70-2,Pulmonary Edema,MESH:D011654,,CAT,3.60,,15612528
"1,2-distearoyl-sn-glycero-3-phosphoethanolamine-N-methoxy-poly(ethylene glycol 2000)",C519184,,Pulmonary Edema,MESH:D011654,,CAT,3.60,,15612528
"1,2-dithiol-3-thione",C049325,,Pulmonary Edema,MESH:D011654,,CAT,2.48,,15612528
"1,2-epoxy-4-vinylcyclohexane",C118009,11094-48-7,Pulmonary Edema,MESH:D011654,,CAT,3.38,,15612528
"1,2-naphthoquinone",C040756,524-42-5,Pulmonary Edema,MESH:D011654,,CAT,2.73,,15612528
"13,14-dihydroprostaglandin E1",C069881,19313-28-1,Pulmonary Edema,MESH:D011654,marker/mechanism,,,,8848548
1-(3-((2-(dimethylamino)ethyl)carbamoyl)phenyl)-3-(4-(bis(2-chloroethyl)amino)phenyl)urea,C582286,,Pulmonary Edema,MESH:D011654,,PARP1,3.46,,11818323
"1-(3',4',5'-trimethoxyphenyl)-3-(3'',4''-dimethoxy-2'-hydroxyphenyl)propane",C552420,,Pulmonary Edema,MESH:D011654,,PARP1,3.50,,11818323
"1-(3,4-dihydroxyphenyl)-3-(2-methoxyphenyl)prop-2-en-1-one",C000603962,,Pulmonary Edema,MESH:D011654,,PARP1,6.52,,11818323
"1-(3,4-dihydroxyphenyl)-3-(2-methoxyphenyl)prop-2-en-1-one",C000603962,,Pulmonary Edema,MESH:D011654,,TNF,6.52,,21188088|34390737
"1,3,5,6-tetrahydroxyxanthone",C528657,,Pulmonary Edema,MESH:D011654,,TNF,3.78,,21188088|34390737
"1,3,7,9-tetramethyluric acid",C077059,,Pulmonary Edema,MESH:D011654,,TNF,3.10,,21188088|34390737
"1,3-bis(4-hydroxyphenyl)-4-methyl-5-(4-(2-piperidinylethoxy)phenol)-1H-pyrazole",C524478,,Pulmonary Edema,MESH:D011654,,NOS3,5.04,,16844920
"1,3-bis(4-hydroxyphenyl)-4-methyl-5-(4-(2-piperidinylethoxy)phenol)-1H-pyrazole",C524478,,Pulmonary Edema,MESH:D011654,,TNF,5.04,,21188088|34390737
"1,3-butadiene",C031763,106-99-0,Pulmonary Edema,MESH:D011654,,NLRP3,3.34,,33012731
"1,3-dichloro-2-propanol",C033489,96-23-1,Pulmonary Edema,MESH:D011654,,CAT,7.10,,15612528
"1,3-dichloro-2-propanol",C033489,96-23-1,Pulmonary Edema,MESH:D011654,,PARP1,7.10,,11818323
"1,3-dichloro-2-propanol",C033489,96-23-1,Pulmonary Edema,MESH:D011654,,TNF,7.10,,21188088|34390737
"1,3-dihydro-1-(1-((4-(6-phenyl-1H-imidazo(4,5-g)quinoxalin-7-yl)phenyl)methyl)-4-piperidinyl)-2H-benzimidazol-2-one",C532657,,Pulmonary Edema,MESH:D011654,,CAT,6.03,,15612528
"1,3-dihydro-1-(1-((4-(6-phenyl-1H-imidazo(4,5-g)quinoxalin-7-yl)phenyl)methyl)-4-piperidinyl)-2H-benzimidazol-2-one",C532657,,Pulmonary Edema,MESH:D011654,,TNF,6.03,,21188088|34390737
"1',3'-dihydro-1'-ethanol-3',3'-dimethyl-8-methoxy-6-nitro-spiro(2H-1-benzopyran-2,2'-(2H)-indole)",C555017,,Pulmonary Edema,MESH:D011654,,TNF,3.98,,21188088|34390737
"1,3-dimethoxy-5-methyl-2-(3-methyl-6-(1-methylethenyl)-2-cyclohexen-1-yl)benzene",C552735,,Pulmonary Edema,MESH:D011654,,ADIPOQ,12.09,,25945502
"1,3-dimethoxy-5-methyl-2-(3-methyl-6-(1-methylethenyl)-2-cyclohexen-1-yl)benzene",C552735,,Pulmonary Edema,MESH:D011654,,CAT,12.09,,15612528
"1,3-dimethoxy-5-methyl-2-(3-methyl-6-(1-methylethenyl)-2-cyclohexen-1-yl)benzene",C552735,,Pulmonary Edema,MESH:D011654,,NOS3,12.09,,16844920
"1,3-dimethylthiourea",C038983,61805-96-7,Pulmonary Edema,MESH:D011654,,TGFA,4.74,,11919079
"1,3-dimethylthiourea",C038983,61805-96-7,Pulmonary Edema,MESH:D011654,,TNF,4.74,,21188088|34390737
"13-hydroperoxy-9,11-octadecadienoic acid",C038649,23017-93-8,Pulmonary Edema,MESH:D011654,,CAT,3.68,,15612528
13-hydroxy-10-oxo-11-octadecenoic acid,C082486,28979-44-4,Pulmonary Edema,MESH:D011654,,TNF,3.78,,21188088|34390737
"13-hydroxy-9,11-octadecadienoic acid",C024348,5204-88-6,Pulmonary Edema,MESH:D011654,,CAT,4.02,,15612528
1-3-methylbutyryl-N4-6-aminohexanoyl-piperazine,C518710,,Pulmonary Edema,MESH:D011654,,IL17A,4.29,,28600744
"1-(4-(1,1-dimethylheptyl)-2,6-dimethoxyphenyl)-3-methylcyclohexanol",C531961,,Pulmonary Edema,MESH:D011654,,TNF,3.43,,21188088|34390737
"1-(4-((2-(2-aminopyrimidin-5-yl)-7-methyl-4-morpholinothieno(3,2-d)pyrimidin-6-yl)methyl)piperazin-1-yl)-2-hydroxypropan-1-one",C569670,,Pulmonary Edema,MESH:D011654,,PARP1,2.92,,11818323
"1-(4-(6-bromobenzo(1,3)dioxol-5-yl)-3a,4,5,9b-tetrahydro-3H-cyclopenta(c)quinolin-8-yl)ethanone",C517943,,Pulmonary Edema,MESH:D011654,,NLRP3,3.67,,33012731
"1-(4-(6-bromobenzo(1,3)dioxol-5-yl)-3a,4,5,9b-tetrahydro-3H-cyclopenta(c)quinolin-8-yl)ethanone",C517943,,Pulmonary Edema,MESH:D011654,,TNF,3.67,,21188088|34390737
"1,4,7-triazacyclononane",C075712,4730-54-5,Pulmonary Edema,MESH:D011654,,CAT,4.02,,15612528
"1,4-anthraquinone",C416442,635-12-1,Pulmonary Edema,MESH:D011654,,PARP1,3.72,,11818323
"1,4-bis(2-(3,5-dichloropyridyloxy))benzene",C028474,76150-91-9,Pulmonary Edema,MESH:D011654,,PARP1,2.91,,11818323
"1,4-bis(2-(3,5-dichloropyridyloxy))benzene",C028474,76150-91-9,Pulmonary Edema,MESH:D011654,,TGFA,2.91,,11919079
"1,4-bis(2-(3,5-dichloropyridyloxy))benzene",C028474,76150-91-9,Pulmonary Edema,MESH:D011654,,TNF,2.91,,21188088|34390737
"1,4-bis(2,3-epoxypropoxy)butane",C014376,2425-79-8,Pulmonary Edema,MESH:D011654,,TNF,3.78,,21188088|34390737
"1,4-bis(4-hydroxyiminomethylpyridinium)butane dibromide",C515196,,Pulmonary Edema,MESH:D011654,,CAT,3.77,,15612528
"1-(4-chlorophenyl)-benzo-2,5-quinone",C000597136,,Pulmonary Edema,MESH:D011654,,CAT,3.88,,15612528
"14-deoxy-11,12-didehydroandrographolide",C495626,,Pulmonary Edema,MESH:D011654,,TNF,1.98,,21188088|34390737
"1,4-dibromobenzene",C066656,106-37-6,Pulmonary Edema,MESH:D011654,,CAT,4.56,,15612528
"1-(4-dimethylaminomethylphenyl)-8,9-dihydro-7H-2,7,9a-benzo(cd)azulen-6-one",C479234,,Pulmonary Edema,MESH:D011654,,PARP1,4.14,,11818323
1-(4-ethoxyphenyl)-3-(4-nitrophenyl)-prop-2-en-1-one,C583916,,Pulmonary Edema,MESH:D011654,,TNF,3.78,,21188088|34390737
1-(4-hydroxyiminomethylpyridinium)-3-(carbamoylpyridinium) propane dibromide,C481758,,Pulmonary Edema,MESH:D011654,,CAT,3.77,,15612528
1-(4-hydroxyiminomethylpyridinium)-4-(4-carbamoylpyridinium)butane,C488676,,Pulmonary Edema,MESH:D011654,,CAT,3.68,,15612528
"1,4-naphthoquinone",C035342,130-15-4,Pulmonary Edema,MESH:D011654,,OVAL,8.12,,30713661
"1,4-naphthoquinone",C035342,130-15-4,Pulmonary Edema,MESH:D011654,,PARP1,8.12,,11818323
"1,4-naphthoquinone",C035342,130-15-4,Pulmonary Edema,MESH:D011654,,TNF,8.12,,21188088|34390737
15-acetyldeoxynivalenol,C046760,88337-96-6,Pulmonary Edema,MESH:D011654,,TNF,2.12,,21188088|34390737
1-((5-chloro-1H-indol-2-yl)carbonyl)-4-methylpiperazine,C484309,,Pulmonary Edema,MESH:D011654,,TNF,3.29,,21188088|34390737
"15-deoxy-delta(12,14)-prostaglandin J2",C097240,,Pulmonary Edema,MESH:D011654,therapeutic,,,,15684285
"15-deoxy-delta(12,14)-prostaglandin J2",C097240,,Pulmonary Edema,MESH:D011654,,ADIPOQ,10.13,,25945502
"15-deoxy-delta(12,14)-prostaglandin J2",C097240,,Pulmonary Edema,MESH:D011654,,CAT,10.13,,15612528
"15-deoxy-delta(12,14)-prostaglandin J2",C097240,,Pulmonary Edema,MESH:D011654,,NOS3,10.13,,16844920
"15-deoxy-delta(12,14)-prostaglandin J2",C097240,,Pulmonary Edema,MESH:D011654,,PARP1,10.13,,11818323
"15-deoxy-delta(12,14)-prostaglandin J2",C097240,,Pulmonary Edema,MESH:D011654,,TNF,10.13,,21188088|34390737
15-deoxyprostaglandin J2,C477819,,Pulmonary Edema,MESH:D011654,,TNF,2.29,,21188088|34390737
"1,5-dihydroxyisoquinoline",C095653,5154-02-9,Pulmonary Edema,MESH:D011654,,PARP1,3.65,,11818323
"15-Hydroxy-11 alpha,9 alpha-(epoxymethano)prosta-5,13-dienoic Acid",D019796,76898-47-0,Pulmonary Edema,MESH:D011654,,TNF,2.56,,21188088|34390737
"15-hydroxy-5,8,11,13-eicosatetraenoic acid",C025984,73945-47-8,Pulmonary Edema,MESH:D011654,,TNF,2.68,,21188088|34390737
1-(5-Isoquinolinesulfonyl)-2-Methylpiperazine,D019307,84477-87-2,Pulmonary Edema,MESH:D011654,,TNF,2.49,,21188088|34390737
"15-keto-5,8,11,13-eicosatetraenoic acid",C054992,81416-72-0,Pulmonary Edema,MESH:D011654,,TNF,3.36,,21188088|34390737
"16,16-Dimethylprostaglandin E2",D015064,39746-25-3,Pulmonary Edema,MESH:D011654,,NOS3,6.55,,16844920
"16,16-Dimethylprostaglandin E2",D015064,39746-25-3,Pulmonary Edema,MESH:D011654,,TNF,6.55,,21188088|34390737
"1-(6-((3-methoxyestra-1,3,5(10)-trien-17-yl)amino)hexyl)-1H-pyrrole-2,5-dione",C060229,112648-68-7,Pulmonary Edema,MESH:D011654,,TNF,2.27,,21188088|34390737
16-(4-fluorophenoxy)lipoxin A4,C447621,,Pulmonary Edema,MESH:D011654,,TNF,3.14,,21188088|34390737
"16-hydroxycleroda-3,13(14)-dien-15,16-olide",C072581,92593-91-4,Pulmonary Edema,MESH:D011654,,PARP1,2.89,,11818323
17-alpha-Hydroxyprogesterone,D019326,68-96-2,Pulmonary Edema,MESH:D011654,,ADIPOQ,6.60,,25945502
17-alpha-Hydroxyprogesterone,D019326,68-96-2,Pulmonary Edema,MESH:D011654,,TNF,6.60,,21188088|34390737
17 alpha-Hydroxyprogesterone Caproate,D000077713,,Pulmonary Edema,MESH:D011654,,ADIPOQ,5.13,,25945502
17 alpha-Hydroxyprogesterone Caproate,D000077713,,Pulmonary Edema,MESH:D011654,,TNF,5.13,,21188088|34390737
17-(dimethylaminoethylamino)-17-demethoxygeldanamycin,C448659,,Pulmonary Edema,MESH:D011654,,PARP1,5.05,,11818323
17-(dimethylaminoethylamino)-17-demethoxygeldanamycin,C448659,,Pulmonary Edema,MESH:D011654,,TNF,5.05,,21188088|34390737
"1,7-dimethylxanthine",C021183,611-59-6,Pulmonary Edema,MESH:D011654,,PARP1,6.70,,11818323
"1,7-dimethylxanthine",C021183,611-59-6,Pulmonary Edema,MESH:D011654,,TNF,6.70,,21188088|34390737
"17-ethynyl-5-androstene-3, 7, 17-triol",C524733,,Pulmonary Edema,MESH:D011654,,TNF,2.65,,21188088|34390737
"17-hydroxy-4,7,10,13,15,19-docosahexaenoic acid",C062894,90780-52-2,Pulmonary Edema,MESH:D011654,,TNF,2.85,,21188088|34390737
17-hydroxyjolkinolide B,C057916,116360-82-8,Pulmonary Edema,MESH:D011654,,TNF,3.19,,21188088|34390737
"18alpha,20beta-hydroxy-11-oxo-norolean-12-en-3beta-yl-2-O-beta-D-glucopyranurosyl-alpha-D-glucopyranosiduronate magnesium tetrahydrate",C521270,,Pulmonary Edema,MESH:D011654,,CAT,6.56,,15612528
"18alpha,20beta-hydroxy-11-oxo-norolean-12-en-3beta-yl-2-O-beta-D-glucopyranurosyl-alpha-D-glucopyranosiduronate magnesium tetrahydrate",C521270,,Pulmonary Edema,MESH:D011654,,TNF,6.56,,21188088|34390737
18alpha-glycyrrhetinic acid,C119129,1449-05-4,Pulmonary Edema,MESH:D011654,,TNF,2.33,,21188088|34390737
"19,20-dihydroxydocosapentaenoic acid",C000602093,,Pulmonary Edema,MESH:D011654,,CAT,4.02,,15612528
19-oxo-11-deoxycorticosterone acetate,C040168,88378-35-2,Pulmonary Edema,MESH:D011654,,NOS3,4.05,,16844920
1'-acetoxychavicol acetate,C047948,,Pulmonary Edema,MESH:D011654,,PARP1,5.58,,11818323
1'-acetoxychavicol acetate,C047948,,Pulmonary Edema,MESH:D011654,,TNF,5.58,,21188088|34390737
1-aminomethylphosphonic acid,C036423,1066-51-9,Pulmonary Edema,MESH:D011654,,PARP1,2.45,,11818323
1-benzylpiperazine,C006737,2759-28-6,Pulmonary Edema,MESH:D011654,,CAT,3.48,,15612528
"1-(beta-naphthylmethyl)-6,7-dihydroxy-1,2,3,4-tetra-hydroisoquinoline",C495109,,Pulmonary Edema,MESH:D011654,,TNF,3.43,,21188088|34390737
1-bromopropane,C118559,106-94-5,Pulmonary Edema,MESH:D011654,,CAT,4.24,,15612528
1-bromopropane,C118559,106-94-5,Pulmonary Edema,MESH:D011654,,TNF,4.24,,21188088|34390737
1-Butanol,D020001,71-36-3,Pulmonary Edema,MESH:D011654,,CAT,2.59,,15612528
1-Butanol,D020001,71-36-3,Pulmonary Edema,MESH:D011654,,TGFA,2.59,,11919079
1-butyl-8-(3-noradamantyl)-3-(3-hydroxypropyl)xanthine,C534532,,Pulmonary Edema,MESH:D011654,,CAT,3.53,,15612528
1-carboxyheptylimidazole,C031572,68887-68-3,Pulmonary Edema,MESH:D011654,,TNF,3.63,,21188088|34390737
"1-dodecylsulfonyl-5N,6O-oxomethylidenenojirimycin",C000626913,,Pulmonary Edema,MESH:D011654,,NLRP3,7.45,,33012731
"1-dodecylsulfonyl-5N,6O-oxomethylidenenojirimycin",C000626913,,Pulmonary Edema,MESH:D011654,,TNF,7.45,,21188088|34390737
"1H-(1,2,4)oxadiazolo(4,3-a)quinoxalin-1-one",C095284,,Pulmonary Edema,MESH:D011654,,TNF,2.54,,21188088|34390737
"1H-(1,2,4)oxadiazolo(4,3-a)quinoxalin-1-one",C095284,,Pulmonary edema of mountaineers,MESH:C535833,,GUCY1A1,5.74,,25373139
1-hexacosanol,C051942,506-52-5,Pulmonary Edema,MESH:D011654,,NOS3,3.98,,16844920
1-hydroxy-1-norresistomycin,C506325,,Pulmonary Edema,MESH:D011654,,TNF,3.14,,21188088|34390737
1-hydroxyalantolactone,C000599362,,Pulmonary Edema,MESH:D011654,,TNF,2.75,,21188088|34390737
1-hydroxyethyl radical,C065424,16331-64-9,Pulmonary Edema,MESH:D011654,,CAT,4.02,,15612528
1'-(hydroxymethyl)eugenol,C108731,,Pulmonary Edema,MESH:D011654,,PARP1,3.72,,11818323
1-Methyl-3-isobutylxanthine,D015056,28822-58-4,Pulmonary Edema,MESH:D011654,,ADIPOQ,4.11,,25945502
1-Methyl-3-isobutylxanthine,D015056,28822-58-4,Pulmonary Edema,MESH:D011654,,CAT,4.11,,15612528
1-Methyl-3-isobutylxanthine,D015056,28822-58-4,Pulmonary Edema,MESH:D011654,,IL17A,4.11,,28600744
1-Methyl-3-isobutylxanthine,D015056,28822-58-4,Pulmonary Edema,MESH:D011654,,PARP1,4.11,,11818323
1-Methyl-3-isobutylxanthine,D015056,28822-58-4,Pulmonary Edema,MESH:D011654,,TNF,4.11,,21188088|34390737
"1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine",D015632,28289-54-5,Pulmonary Edema,MESH:D011654,,CAT,4.58,,15612528
"1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine",D015632,28289-54-5,Pulmonary Edema,MESH:D011654,,IL17A,4.58,,28600744
"1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine",D015632,28289-54-5,Pulmonary Edema,MESH:D011654,,NLRP3,4.58,,33012731
"1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine",D015632,28289-54-5,Pulmonary Edema,MESH:D011654,,PARP1,4.58,,11818323
"1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine",D015632,28289-54-5,Pulmonary Edema,MESH:D011654,,TNF,4.58,,21188088|34390737
1-Methyl-4-phenylpyridinium,D015655,48134-75-4,Pulmonary Edema,MESH:D011654,,CAT,2.09,,15612528
1-Methyl-4-phenylpyridinium,D015655,48134-75-4,Pulmonary Edema,MESH:D011654,,IL17A,2.09,,28600744
1-Methyl-4-phenylpyridinium,D015655,48134-75-4,Pulmonary Edema,MESH:D011654,,NLRP3,2.09,,33012731
1-Methyl-4-phenylpyridinium,D015655,48134-75-4,Pulmonary Edema,MESH:D011654,,NOS3,2.09,,16844920
1-Methyl-4-phenylpyridinium,D015655,48134-75-4,Pulmonary Edema,MESH:D011654,,PARP1,2.09,,11818323
1-Methyl-4-phenylpyridinium,D015655,48134-75-4,Pulmonary Edema,MESH:D011654,,TNF,2.09,,21188088|34390737
1-methylpropyl-2-imidazolyl disulfide,C412893,,Pulmonary Edema,MESH:D011654,,TGFA,4.17,,11919079
"1-(N-(3-ammoniopropyl)-N-(n-propyl)amino)diazen-1-ium-1,2-diolate",C111679,,Pulmonary Edema,MESH:D011654,,TNF,3.98,,21188088|34390737
1-naphthaleneacetic acid,C034182,86-87-3,Pulmonary Edema,MESH:D011654,,TNF,3.43,,21188088|34390737
1-naphthylacetylspermine,C067506,122306-11-0,Pulmonary Edema,MESH:D011654,,TNF,3.36,,21188088|34390737
"1-naphthylethyl-6,7-dihydroxy-1,2,3,4-tetrahydroisoquinoline",C471009,,Pulmonary Edema,MESH:D011654,,TNF,3.52,,21188088|34390737
1-Naphthylisothiocyanate,D015058,551-06-4,Pulmonary Edema,MESH:D011654,,CAT,2.91,,15612528
1-Naphthylisothiocyanate,D015058,551-06-4,Pulmonary Edema,MESH:D011654,,IL17A,2.91,,28600744
1-Naphthylisothiocyanate,D015058,551-06-4,Pulmonary Edema,MESH:D011654,,TNF,2.91,,21188088|34390737
1-nitropyrene,C032668,5522-43-0,Pulmonary Edema,MESH:D011654,,TNF,1.92,,21188088|34390737
1-Octanol,D020003,111-87-5,Pulmonary Edema,MESH:D011654,,TNF,3.63,,21188088|34390737
1-octen-3-ol,C038844,3391-86-4,Pulmonary Edema,MESH:D011654,,CAT,3.53,,15612528
