ChemicalName,ChemicalID,CasRN,DiseaseName,DiseaseID,DirectEvidence,InferenceGeneSymbol,InferenceScore,OmimIDs,PubMedIDs
"1,4-bis(2-(3,5-dichloropyridyloxy))benzene",C028474,76150-91-9,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,7.53,,25395965
"1,4-bis(2-(3,5-dichloropyridyloxy))benzene",C028474,76150-91-9,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,NFIL3,7.53,,25395965
"1,4-bis(2-(3,5-dichloropyridyloxy))benzene",C028474,76150-91-9,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,RORC,7.53,,25395965
"14-deoxy-11,12-didehydroandrographolide",C495626,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,RORC,4.56,,25395965
15-acetyldeoxynivalenol,C046760,88337-96-6,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,4.70,,25395965
18alpha-glycyrrhetinic acid,C119129,1449-05-4,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,RORC,5.10,,25395965
1-Butanol,D020001,71-36-3,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,3.81,,25395965
"1H,1H,10H,10H-perfluorodecane-1,10-diol",C546883,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,4.43,,25395965
"1H,1H,10H,10H-perfluorodecane-1,10-diol",C546883,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,NFIL3,4.43,,25395965
1-Methyl-3-isobutylxanthine,D015056,28822-58-4,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,3.14,,25395965
1-Methyl-4-phenylpyridinium,D015655,48134-75-4,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,3.26,,25395965
1-methylanthracene,C051246,610-48-0,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,NFIL3,3.86,,25395965
1-Naphthylisothiocyanate,D015058,551-06-4,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,7.50,,25395965
1-Naphthylisothiocyanate,D015058,551-06-4,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,NFIL3,7.50,,25395965
1-Naphthylisothiocyanate,D015058,551-06-4,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,RORC,7.50,,25395965
"2-(1H-indazol-4-yl)-6-(4-methanesulfonylpiperazin-1-ylmethyl)-4-morpholin-4-ylthieno(3,2-d)pyrimidine",C532162,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,7.13,,25395965
"2-(1H-indazol-4-yl)-6-(4-methanesulfonylpiperazin-1-ylmethyl)-4-morpholin-4-ylthieno(3,2-d)pyrimidine",C532162,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,RORC,7.13,,25395965
2-(1'H-indole-3'-carbonyl)thiazole-4-carboxylic acid methyl ester,C548651,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,6.42,,25395965
2-(1'H-indole-3'-carbonyl)thiazole-4-carboxylic acid methyl ester,C548651,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,RORC,6.42,,25395965
"2,2',4,4',5-brominated diphenyl ether",C477694,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,NFIL3,3.31,,25395965
"2,2',4,4'-tetrabromodiphenyl ether",C511295,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,3.94,,25395965
"2,2',4,4'-tetrabromodiphenyl ether",C511295,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,NFIL3,3.94,,25395965
"2,2,5,7,8-pentamethyl-1-hydroxychroman",C029141,950-99-2,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,NFIL3,4.28,,25395965
"2,2-bis(4-hydroxyphenyl)-1,1,1-trichloroethane",C404910,2971-36-0,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,4.35,,25395965
"2,3,3',4',5-pentachloro-4-hydroxybiphenyl",C111120,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,CRY1,12.49,614163,
"2,3,3',4',5-pentachloro-4-hydroxybiphenyl",C111120,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,RORC,12.49,,25395965
"2,3',4,4',5-pentachlorobiphenyl",C070055,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,CRY1,3.72,614163,
"2,3,7,8-tetrachlorodibenzofuran",C014211,51207-31-9,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,NFIL3,3.35,,25395965
"2,3-bis(3'-hydroxybenzyl)butyrolactone",C029497,76543-15-2,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,9.35,,25395965
"2,3-bis(3'-hydroxybenzyl)butyrolactone",C029497,76543-15-2,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,CRY1,9.35,614163,
"2,3-bis(3'-hydroxybenzyl)butyrolactone",C029497,76543-15-2,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,NFIL3,9.35,,25395965
"2,3-dimethoxy-1,4-naphthoquinone",C063002,6956-96-3,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,4.49,,25395965
"2,4,5,2',4',5'-hexachlorobiphenyl",C014024,35065-27-1,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,4.88,,25395965
"2,4,5,2',4',5'-hexachlorobiphenyl",C014024,35065-27-1,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,RORC,4.88,,25395965
"2,4-dinitrotoluene",C016403,121-14-2,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,4.77,,25395965
"2,4-dinitrotoluene",C016403,121-14-2,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,CRY1,4.77,614163,
25-hydroxycholesterol,C007997,2140-46-7,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,RORC,5.16,,25395965
"2,6-dinitrotoluene",C023514,606-20-2,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,CRY1,3.45,614163,
2-chloro-N-(4-chlorobiphenyl-2-yl)nicotinamide,C550088,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,CRY1,12.07,614163,
2-chloro-N-(4-chlorobiphenyl-2-yl)nicotinamide,C550088,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,NFIL3,12.07,,25395965
2-chloro-N-(4-chlorobiphenyl-2-yl)nicotinamide,C550088,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,RORC,12.07,,25395965
2-methyl-2H-pyrazole-3-carboxylic acid (2-methyl-4-o-tolylazophenyl)amide,C511621,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,NFIL3,3.83,,25395965
2-tert-butylhydroquinone,C018855,1948-33-0,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,RORC,4.48,,25395965
"3,4,5,3',4'-pentachlorobiphenyl",C023035,57465-28-8,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,3.26,,25395965
3-((6-(2-methoxyphenyl)pyrimidin-4-yl)amino)phenyl)methane sulfonamide,C000590771,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,6.38,,25395965
3-((6-(2-methoxyphenyl)pyrimidin-4-yl)amino)phenyl)methane sulfonamide,C000590771,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,NFIL3,6.38,,25395965
3-dinitrobenzene,C017906,99-65-0,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,4.07,,25395965
3-phenoxybenzoic acid,C017618,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,RORC,5.33,,25395965
"4,4'-diaminodiphenylmethane",C009505,101-77-9,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,CRY1,4.45,614163,
"4,4'-diaminodiphenylmethane",C009505,101-77-9,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,RORC,4.45,,25395965
"4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide",C459179,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,3.00,,25395965
"4-chloro-N-((4-(1,1-dimethylethyl)phenyl)methyl)-3-ethyl-1-methyl-1H-pyrazole-5-carboxamide",C429623,119168-77-3,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,NFIL3,4.12,,25395965
4-hydroxy-2-nonenal,C027576,29343-52-0,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,6.44,,25395965
4-hydroxy-2-nonenal,C027576,29343-52-0,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,CRY1,6.44,614163,
4-hydroxyphenyl 4-isopropoxyphenylsulfone,C000613560,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,5.66,,25395965
4-hydroxyphenyl 4-isopropoxyphenylsulfone,C000613560,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,CRY1,5.66,614163,
4-hydroxyphenyl 4-isopropoxyphenylsulfone,C000613560,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,NFIL3,5.66,,25395965
4-hydroxyphenyl 4-isopropoxyphenylsulfone,C000613560,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,RORC,5.66,,25395965
4-nitro-3-cresol,C008636,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,CRY1,5.50,614163,
"6-formylindolo(3,2-b)carbazole",C111855,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,CRY1,9.59,614163,
"6-formylindolo(3,2-b)carbazole",C111855,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,RORC,9.59,,25395965
"7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide",D015123,55097-80-8,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,CRY1,3.36,614163,
"9,10-Dimethyl-1,2-benzanthracene",D015127,57-97-6,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,RORC,3.60,,25395965
abrine,C496492,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,5.72,,25395965
abrine,C496492,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,CRY1,5.72,614163,
abrine,C496492,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,NFIL3,5.72,,25395965
abrine,C496492,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,RORC,5.72,,25395965
Acetaldehyde,D000079,75-07-0,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,4.29,,25395965
Acetaminophen,D000082,103-90-2,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,3.49,,25395965
Acetaminophen,D000082,103-90-2,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,CRY1,3.49,614163,
Acetaminophen,D000082,103-90-2,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,NFIL3,3.49,,25395965
Acetaminophen,D000082,103-90-2,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,RORC,3.49,,25395965
Acetylcysteine,D000111,616-91-1,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,CRY1,5.93,614163,
Acetylcysteine,D000111,616-91-1,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,NFIL3,5.93,,25395965
Acrolein,D000171,107-02-8,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,CRY1,3.47,614163,
Acrylamide,D020106,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,4.29,,25395965
Acrylamide,D020106,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,CRY1,4.29,614163,
Acrylamide,D020106,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,NFIL3,4.29,,25395965
afimoxifene,C016601,68392-35-8,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,3.86,,25395965
Aflatoxin B1,D016604,1162-65-8,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,AANAT,5.15,,12736803
Aflatoxin B1,D016604,1162-65-8,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,5.15,,25395965
Aflatoxin B1,D016604,1162-65-8,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,CRY1,5.15,614163,
Aflatoxin B1,D016604,1162-65-8,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,NFIL3,5.15,,25395965
Aflatoxin B1,D016604,1162-65-8,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,RORC,5.15,,25395965
Air Pollutants,D000393,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,AANAT,5.65,,12736803
Air Pollutants,D000393,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,5.65,,25395965
Air Pollutants,D000393,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,CRY1,5.65,614163,
Air Pollutants,D000393,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,NFIL3,5.65,,25395965
Air Pollutants,D000393,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,RORC,5.65,,25395965
"Air Pollutants, Occupational",D000395,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,CRY1,3.82,614163,
Allergens,D000485,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,NFIL3,7.47,,25395965
Allergens,D000485,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,RORC,7.47,,25395965
Alloxan,D000496,50-71-5,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,RORC,4.94,,25395965
alpha-Chlorohydrin,D000517,96-24-2,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,CRY1,7.59,614163,
alpha-Chlorohydrin,D000517,96-24-2,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,NFIL3,7.59,,25395965
alpha-Chlorohydrin,D000517,96-24-2,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,RORC,7.59,,25395965
alpha-galactosylceramide,C493154,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,RORC,5.99,,25395965
alpha phellandrene,C005403,99-83-2,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,NFIL3,4.21,,25395965
alpha-pinene,C005451,80-56-8,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,CRY1,3.58,614163,
Aluminum,D000535,7429-90-5,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,NFIL3,3.40,,25395965
Amiodarone,D000638,1951-25-3,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,3.34,,25395965
Amitrole,D000640,61-82-5,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,4.32,,25395965
Amitrole,D000640,61-82-5,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,CRY1,4.32,614163,
"ammonium 2,3,3,3-tetrafluoro-2-(heptafluoropropoxy)-propanoate",C000611729,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,NFIL3,3.20,,25395965
Ammonium Chloride,D000643,12125-02-9,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,AANAT,5.11,,12736803
Ammonium Chloride,D000643,12125-02-9,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,5.11,,25395965
Ammonium Chloride,D000643,12125-02-9,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,NFIL3,5.11,,25395965
Amphetamine,D000661,300-62-9,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,NFIL3,3.33,,25395965
"Antigens, Bacterial",D000942,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,NFIL3,4.18,,25395965
"Antigens, Polyomavirus Transforming",D000952,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,3.83,,25395965
Antirheumatic Agents,D018501,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,NFIL3,3.14,,25395965
aristolochic acid I,C000228,313-67-7,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,AANAT,4.26,,12736803
aristolochic acid I,C000228,313-67-7,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,4.26,,25395965
aristolochic acid I,C000228,313-67-7,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,CRY1,4.26,614163,
aristolochic acid II,C042310,475-80-9,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,CRY1,4.85,614163,
Arsenic,D001151,7440-38-2,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,5.43,,25395965
Arsenic,D001151,7440-38-2,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,CRY1,5.43,614163,
Arsenic,D001151,7440-38-2,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,NFIL3,5.43,,25395965
Arsenic,D001151,7440-38-2,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,RORC,5.43,,25395965
Arsenic Trioxide,D000077237,1327-53-3,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,4.16,,25395965
Arsenic Trioxide,D000077237,1327-53-3,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,RORC,4.16,,25395965
arsenite,C015001,15502-74-6,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,3.77,,25395965
arsenite,C015001,15502-74-6,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,NFIL3,3.77,,25395965
artemisinin,C031327,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,RORC,5.22,,25395965
"Asbestos, Crocidolite",D017638,12001-28-4,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,6.11,,25395965
"Asbestos, Crocidolite",D017638,12001-28-4,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,CRY1,6.11,614163,
"Asbestos, Crocidolite",D017638,12001-28-4,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,NFIL3,6.11,,25395965
Atrazine,D001280,1912-24-9,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,2.98,,25395965
azaspiracid,C406592,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,4.72,,25395965
azoxystrobin,C087670,131860-33-8,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,CRY1,9.94,614163,
azoxystrobin,C087670,131860-33-8,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,NFIL3,9.94,,25395965
azoxystrobin,C087670,131860-33-8,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,RORC,9.94,,25395965
benz(a)anthracene,C030935,56-55-3,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,8.31,,25395965
benz(a)anthracene,C030935,56-55-3,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,NFIL3,8.31,,25395965
benz(a)anthracene,C030935,56-55-3,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,RORC,8.31,,25395965
Benzene,D001554,71-43-2,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,CRY1,3.74,614163,
Benzo(a)pyrene,D001564,50-32-8,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,AANAT,3.54,,12736803
Benzo(a)pyrene,D001564,50-32-8,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,3.54,,25395965
Benzo(a)pyrene,D001564,50-32-8,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,CRY1,3.54,614163,
Benzo(a)pyrene,D001564,50-32-8,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,NFIL3,3.54,,25395965
Benzo(a)pyrene,D001564,50-32-8,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,RORC,3.54,,25395965
Benzoates,D001565,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,NFIL3,4.69,,25395965
benzo(b)fluoranthene,C006703,205-99-2,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,7.86,,25395965
benzo(b)fluoranthene,C006703,205-99-2,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,NFIL3,7.86,,25395965
benzo(b)fluoranthene,C006703,205-99-2,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,RORC,7.86,,25395965
Betaine,D001622,107-43-7,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,4.25,,25395965
beta-methylcholine,C044887,7562-87-0,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,CRY1,3.63,614163,
beta-Naphthoflavone,D019324,6051-87-2,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,NFIL3,3.58,,25395965
bifenthrin,C099952,82657-04-3,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,RORC,4.50,,25395965
biochanin A,C004541,491-80-5,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,RORC,4.76,,25395965
Biotin,D001710,58-85-5,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,3.92,,25395965
bismuth tripotassium dicitrate,C002791,57644-54-9,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,4.39,,25395965
bisphenol A,C006780,80-05-7,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,AANAT,2.56,,12736803
bisphenol A,C006780,80-05-7,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,2.56,,25395965
bisphenol A,C006780,80-05-7,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,CRY1,2.56,614163,
bisphenol A,C006780,80-05-7,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,NFIL3,2.56,,25395965
bisphenol A,C006780,80-05-7,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,RORC,2.56,,25395965
bisphenol F,C000611646,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,2.98,,25395965
bisphenol S,C543008,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,3.85,,25395965
bisphenol S,C543008,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,CRY1,3.85,614163,
bisphenol S,C543008,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,NFIL3,3.85,,25395965
bisphenol S,C543008,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,RORC,3.85,,25395965
Bortezomib,D000069286,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,RORC,3.80,,25395965
bromobenzene,C032036,108-86-1,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,6.56,,25395965
bromobenzene,C032036,108-86-1,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,CRY1,6.56,614163,
bromuconazole,C573694,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,NFIL3,10.50,,25395965
bromuconazole,C573694,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,RORC,10.50,,25395965
Bu-Fei-Yi-Shen,C574914,,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,RORC,5.36,,25395965
Buspirone,D002065,36505-84-7,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,10.20,,25395965
Buspirone,D002065,36505-84-7,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,CRY1,10.20,614163,
Buspirone,D002065,36505-84-7,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,RORC,10.20,,25395965
Buthionine Sulfoximine,D019328,5072-26-4,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,RORC,4.23,,25395965
butylbenzyl phthalate,C027561,85-68-7,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,6.23,,25395965
butylbenzyl phthalate,C027561,85-68-7,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,NFIL3,6.23,,25395965
butyraldehyde,C018475,123-72-8,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,AANAT,4.57,,12736803
butyraldehyde,C018475,123-72-8,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,RORC,4.57,,25395965
Cacodylic Acid,D002101,75-60-5,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,CRY1,5.95,614163,
Cacodylic Acid,D002101,75-60-5,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,NFIL3,5.95,,25395965
Cadmium,D002104,7440-43-9,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,NFIL3,3.64,,25395965
Cadmium,D002104,7440-43-9,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,RORC,3.64,,25395965
Cadmium Chloride,D019256,10108-64-2,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,3.85,,25395965
Cadmium Chloride,D019256,10108-64-2,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,CRY1,3.85,614163,
Cadmium Chloride,D019256,10108-64-2,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,NFIL3,3.85,,25395965
Cadmium Chloride,D019256,10108-64-2,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,RORC,3.85,,25395965
cadmium sulfate,C037123,10124-36-4,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,BHLHE40,4.19,,25395965
caffeic acid phenethyl ester,C055494,104594-70-9,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,AANAT,4.97,,12736803
Calcitriol,D002117,32222-06-3,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,RORC,3.38,,25395965
calyculin A,C059041,101932-71-2,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,AANAT,5.57,,12736803
Cannabidiol,D002185,13956-29-1,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,AANAT,7.13,,12736803
Cannabidiol,D002185,13956-29-1,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,NFIL3,7.13,,25395965
Cannabidiol,D002185,13956-29-1,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,RORC,7.13,,25395965
Cannabinol,D002187,521-35-7,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,AANAT,6.59,,12736803
