ChemicalName,ChemicalID,CasRN,DiseaseName,DiseaseID,DirectEvidence,InferenceGeneSymbol,InferenceScore,OmimIDs,PubMedIDs
"1,12-benzoperylene",C006718,191-24-2,Osteoarthritis,MESH:D010003,,CLIC4,3.90,,18784066
"1,12-benzoperylene",C006718,191-24-2,Osteoarthritis,MESH:D010003,,IDH3A,3.90,,18784066
"1,12-benzoperylene",C006718,191-24-2,"Osteoarthritis, Spine",MESH:D055013,,CXCL8,13.07,,34697729
"1,12-benzoperylene",C006718,191-24-2,"Osteoarthritis, Spine",MESH:D055013,,IL6,13.07,,34697729
"1,12-benzoperylene",C006718,191-24-2,"Osteoarthritis, Spine",MESH:D055013,,TNF,13.07,,34697729
1-(1-acetyl-piperidine-4-yl)-3-adamantan-1-yl-urea,C557705,,Osteoarthritis,MESH:D010003,,PTGS2,3.51,,32004530
1-(1-acetyl-piperidine-4-yl)-3-adamantan-1-yl-urea,C557705,,"Osteoarthritis, Spine",MESH:D055013,,IL6,4.93,,34697729
"1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane",C552530,,Osteoarthritis,MESH:D010003,,TGFB1,3.28,,30664745
"1,1-bis(3'-indolyl)-1-(4-trifluoromethylphenyl)methane",C492909,,Osteoarthritis,MESH:D010003,,PPARG,3.77,,17568789
"1,1-bis(3'-indolyl)-1-(4-trifluoromethylphenyl)methane",C492909,,"Osteoarthritis, Spine",MESH:D055013,,TNF,4.90,,34697729
11-dehydrocorticosterone,C003552,72-23-1,"Osteoarthritis, Spine",MESH:D055013,,IL6,5.51,,34697729
11-deoxyprostaglandin E1,C034008,37786-00-8,Osteoarthritis,MESH:D010003,,PTGS2,4.09,,32004530
11-deoxyprostaglandin E1,C034008,37786-00-8,"Osteoarthritis, Spine",MESH:D055013,,TNF,5.40,,34697729
"1,1-diethyl-2-hydroxy-2-nitrosohydrazine",C084012,86831-65-4,Osteoarthritis,MESH:D010003,,CALCA,4.48,,16690336
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,Osteoarthritis,MESH:D010003,,IL1B,8.00,,21954917|37943572
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,Osteoarthritis,MESH:D010003,,PTGS2,8.00,,32004530
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,Osteoarthritis,MESH:D010003,,TGFB1,8.00,,30664745
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,"Osteoarthritis, Spine",MESH:D055013,,IL6,10.11,,34697729
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,"Osteoarthritis, Spine",MESH:D055013,,TNF,10.11,,34697729
"1,1-diphenyl-2-picrylhydrazyl",C004931,1898-66-4,Osteoarthritis,MESH:D010003,,IL1B,3.76,,21954917|37943572
"1,1-diphenyl-2-picrylhydrazyl",C004931,1898-66-4,"Osteoarthritis, Spine",MESH:D055013,,IL6,5.31,,34697729
"11-hydroxy-5,8,12,14-eicosatetraenoic acid",C027356,73151-66-3,Osteoarthritis,MESH:D010003,,PTGS2,4.44,,32004530
1-(1-naphthyl)piperazine,C048241,57536-86-4,Osteoarthritis,MESH:D010003,,PTGS2,4.44,,32004530
11-nor-delta(9)-tetrahydrocannabinol-9-carboxylic acid,C016780,64280-14-4,Osteoarthritis,MESH:D010003,,BMP6,5.92,,20008919
11-nor-delta(9)-tetrahydrocannabinol-9-carboxylic acid,C016780,64280-14-4,Osteoarthritis,MESH:D010003,,FGF18,5.92,,30664745
11-nor-delta(9)-tetrahydrocannabinol-9-carboxylic acid,C016780,64280-14-4,Osteoarthritis,MESH:D010003,,GDF5,5.92,612400,18830904|30664745
11-nor-delta(9)-tetrahydrocannabinol-9-carboxylic acid,C016780,64280-14-4,"Osteoarthritis, Knee",MESH:D020370,,GDF5,4.83,,30374069
1-((1-O-octadecyl-2-O-methylglycero)phospho)-3-deoxy-myo-inositol,C435044,,Osteoarthritis,MESH:D010003,,IL1B,7.56,,21954917|37943572
1-((1-O-octadecyl-2-O-methylglycero)phospho)-3-deoxy-myo-inositol,C435044,,Osteoarthritis,MESH:D010003,,PTGS2,7.56,,32004530
1-(2-(1-adamantyl)ethyl)-1-pentyl-3-(3-(4-pyridyl)propyl)urea,C530925,,Osteoarthritis,MESH:D010003,,CALCA,8.91,,16690336
1-(2-(1-adamantyl)ethyl)-1-pentyl-3-(3-(4-pyridyl)propyl)urea,C530925,,Osteoarthritis,MESH:D010003,,IL1B,8.91,,21954917|37943572
1-(2-(1-adamantyl)ethyl)-1-pentyl-3-(3-(4-pyridyl)propyl)urea,C530925,,"Osteoarthritis, Spine",MESH:D055013,,TNF,5.06,,34697729
"1-(2-(3,4-dichlorophenyl)ethyl)-4-methylpiperazine",C093337,,Osteoarthritis,MESH:D010003,,IL1B,3.17,,21954917|37943572
"1-(2-(3,4-dichlorophenyl)ethyl)-4-methylpiperazine",C093337,,"Osteoarthritis, Spine",MESH:D055013,,IL6,12.21,,34697729
"1-(2-(3,4-dichlorophenyl)ethyl)-4-methylpiperazine",C093337,,"Osteoarthritis, Spine",MESH:D055013,,TNF,12.21,,34697729
1-(2-(3-(4-methoxyphenyl)propoxy)-4-methoxyphenylethyl)-1H-imidazole,C063159,130495-35-1,Osteoarthritis,MESH:D010003,,PTGS2,3.13,,32004530
"1,2,3,4-tetrahydroisoquinoline",C014843,,"Osteoarthritis, Spine",MESH:D055013,,IL6,5.23,,34697729
12-(3-adamantan-1-ylureido)dodecanoic acid,C504897,,Osteoarthritis,MESH:D010003,,IL1B,8.64,,21954917|37943572
12-(3-adamantan-1-ylureido)dodecanoic acid,C504897,,Osteoarthritis,MESH:D010003,,SMAD3,8.64,,21217753|22772368
12-(3-adamantan-1-ylureido)dodecanoic acid,C504897,,Osteoarthritis,MESH:D010003,,TGFB1,8.64,,30664745
12-(3-adamantan-1-ylureido)dodecanoic acid,C504897,,"Osteoarthritis, Hip",MESH:D015207,,SMAD3,4.37,,30374069
12-(3-adamantan-1-ylureido)dodecanoic acid,C504897,,"Osteoarthritis, Spine",MESH:D055013,,TNF,4.07,,34697729
"1,2,3-trichloropropane",C009536,96-18-4,"Osteoarthritis, Spine",MESH:D055013,,CXCL8,11.28,,34697729
"1,2,3-trichloropropane",C009536,96-18-4,"Osteoarthritis, Spine",MESH:D055013,,TNF,11.28,,34697729
"1,24-dihydroxyvitamin D2",C063087,124043-51-2,"Osteoarthritis, Spine",MESH:D055013,,TNF,5.29,,34697729
"1,2,5,6-dibenzanthracene",C026486,53-70-3,Osteoarthritis,MESH:D010003,,AK4,10.95,,18784066
"1,2,5,6-dibenzanthracene",C026486,53-70-3,Osteoarthritis,MESH:D010003,,AKR1C1,10.95,,18784066
"1,2,5,6-dibenzanthracene",C026486,53-70-3,Osteoarthritis,MESH:D010003,,LGALS3,10.95,,34894372
"1,2,5,6-dibenzanthracene",C026486,53-70-3,Osteoarthritis,MESH:D010003,,PDCD6IP,10.95,,18784066
"1,2,5,6-dibenzanthracene",C026486,53-70-3,Osteoarthritis,MESH:D010003,,SLC2A1,10.95,,18973239
"1,2,5,6-dibenzanthracene",C026486,53-70-3,Osteoarthritis,MESH:D010003,,SMAD3,10.95,,21217753|22772368
"1,2,5,6-dibenzanthracene",C026486,53-70-3,Osteoarthritis,MESH:D010003,,TGM2,10.95,,18784066
"1,2,5,6-dibenzanthracene",C026486,53-70-3,Osteoarthritis,MESH:D010003,,TRIM2,10.95,,17568789
"1,2,5,6-dibenzanthracene",C026486,53-70-3,Osteoarthritis,MESH:D010003,,TRPV4,10.95,,21964574
"1,2,5,6-dibenzanthracene",C026486,53-70-3,Osteoarthritis,MESH:D010003,,VIM,10.95,,16876394|18784066
"1,2,5,6-dibenzanthracene",C026486,53-70-3,"Osteoarthritis, Hip",MESH:D015207,,MAPT,4.58,,30664745
"1,2,5,6-dibenzanthracene",C026486,53-70-3,"Osteoarthritis, Hip",MESH:D015207,,SMAD3,4.58,,30374069
"1,2,5,6-dibenzanthracene",C026486,53-70-3,"Osteoarthritis, Spine",MESH:D055013,,DUSP1,3.60,,34697729
"1,2,5,6-tetrabromocyclooctane",C540596,,Osteoarthritis,MESH:D010003,,ACAA2,7.52,,18784066
"1,2,5,6-tetrabromocyclooctane",C540596,,Osteoarthritis,MESH:D010003,,IDH2,7.52,,18784066
"1,2,5,6-tetrabromocyclooctane",C540596,,Osteoarthritis,MESH:D010003,,ISOC2,7.52,,18784066
"1,2,5,6-tetrabromocyclooctane",C540596,,Osteoarthritis,MESH:D010003,,YWHAQ,7.52,,18784066
"1,25-dihydroxyvitamin D",C097949,66772-14-3,"Osteoarthritis, Spine",MESH:D055013,,CXCL8,11.19,,34697729
"1,25-dihydroxyvitamin D",C097949,66772-14-3,"Osteoarthritis, Spine",MESH:D055013,,IL6,11.19,,34697729
12-acetoxyhawtriwaic acid lactone,C513234,,"Osteoarthritis, Spine",MESH:D055013,,TNF,5.06,,34697729
"(1,2-bis(1,2-benzisoselenazolone-3(2H)-ketone))ethane",C478160,,Osteoarthritis,MESH:D010003,,TXNRD1,3.90,,18784066
"1,2-bis(2,4,6-tribromophenoxy)ethane",C081014,,Osteoarthritis,MESH:D010003,,ACTB,4.18,,18784066
"1,2-bis(2-aminophenoxy)ethane-N,N,N',N'-tetraacetic acid",C025603,85233-19-8,Osteoarthritis,MESH:D010003,,IL1B,5.49,,21954917|37943572
"1,2-bis(2-aminophenoxy)ethane-N,N,N',N'-tetraacetic acid",C025603,85233-19-8,Osteoarthritis,MESH:D010003,,PTGS2,5.49,,32004530
"1,2-bis(2-aminophenoxy)ethane-N,N,N',N'-tetraacetic acid",C025603,85233-19-8,"Osteoarthritis, Spine",MESH:D055013,,TNF,4.10,,34697729
"1,2-bis(2-aminophenoxy)ethane N,N,N',N'-tetraacetic acid acetoxymethyl ester",C070379,139890-68-9,Osteoarthritis,MESH:D010003,,IL1B,10.97,,21954917|37943572
"1,2-bis(2-aminophenoxy)ethane N,N,N',N'-tetraacetic acid acetoxymethyl ester",C070379,139890-68-9,Osteoarthritis,MESH:D010003,,PTGS2,10.97,,32004530
"1,2-bis(2-aminophenoxy)ethane N,N,N',N'-tetraacetic acid acetoxymethyl ester",C070379,139890-68-9,Osteoarthritis,MESH:D010003,,RUNX2,10.97,,20008919
"1,2-bis(2-aminophenoxy)ethane N,N,N',N'-tetraacetic acid acetoxymethyl ester",C070379,139890-68-9,Osteoarthritis,MESH:D010003,,S100A4,10.97,,16948116
"1,2-bis(2-aminophenoxy)ethane N,N,N',N'-tetraacetic acid acetoxymethyl ester",C070379,139890-68-9,Osteoarthritis,MESH:D010003,,VIM,10.97,,16876394|18784066
"1,2-bis(2-aminophenoxy)ethane N,N,N',N'-tetraacetic acid acetoxymethyl ester",C070379,139890-68-9,"Osteoarthritis, Hip",MESH:D015207,,RUNX2,3.89,,30374069
"1,2-bis(2-aminophenoxy)ethane N,N,N',N'-tetraacetic acid acetoxymethyl ester",C070379,139890-68-9,"Osteoarthritis, Spine",MESH:D055013,,CXCL8,14.77,,34697729
"1,2-bis(2-aminophenoxy)ethane N,N,N',N'-tetraacetic acid acetoxymethyl ester",C070379,139890-68-9,"Osteoarthritis, Spine",MESH:D055013,,IL6,14.77,,34697729
"1,2-bis(2-aminophenoxy)ethane N,N,N',N'-tetraacetic acid acetoxymethyl ester",C070379,139890-68-9,"Osteoarthritis, Spine",MESH:D055013,,TNF,14.77,,34697729
"1,2-bis(2-aminophenoxy)ethane N,N,N',N'-tetraacetic acid acetoxymethyl ester",C070379,139890-68-9,SHORT STATURE AND ADVANCED BONE AGE WITH OR WITHOUT EARLY-ONSET OSTEOARTHRITIS AND/OR OSTEOCHONDRITIS DISSECANS,OMIM:165800,,ACAN,6.00,165800,
1-(2-bromophenyl)-3-(7-cyano-3H-benzotriazol-4-yl)urea,C549500,,Osteoarthritis,MESH:D010003,,IL1B,7.35,,21954917|37943572
1-(2-bromophenyl)-3-(7-cyano-3H-benzotriazol-4-yl)urea,C549500,,Osteoarthritis,MESH:D010003,,PTGS2,7.35,,32004530
1-(2-bromophenyl)-3-(7-cyano-3H-benzotriazol-4-yl)urea,C549500,,"Osteoarthritis, Spine",MESH:D055013,,IL6,12.48,,34697729
1-(2-bromophenyl)-3-(7-cyano-3H-benzotriazol-4-yl)urea,C549500,,"Osteoarthritis, Spine",MESH:D055013,,TNF,12.48,,34697729
"1-(2-chlorobenzyl)-5'-phenyl-3'H-spiro(indoline-3,2'-(1,3,4)thiadiazol)-2-one",C569107,,"Osteoarthritis, Spine",MESH:D055013,,SKP2,5.40,,34697729
"1-(2-cyano-3,12-dioxooleana-1,9-dien-28-oyl) imidazole",C472829,,Osteoarthritis,MESH:D010003,,AKR1C1,6.33,,18784066
"1-(2-cyano-3,12-dioxooleana-1,9-dien-28-oyl) imidazole",C472829,,Osteoarthritis,MESH:D010003,,TGFB1,6.33,,30664745
"1-(2-cyano-3,12-dioxooleana-1,9-dien-28-oyl) imidazole",C472829,,Osteoarthritis,MESH:D010003,,TXNRD1,6.33,,18784066
"1-(2-cyano-3,12-dioxooleana-1,9-dien-28-oyl) imidazole",C472829,,"Osteoarthritis, Hip",MESH:D015207,,DIABLO,4.19,,30664745
"1-(2-cyano-3,12-dioxooleana-1,9-dien-28-oyl) imidazole",C472829,,"Osteoarthritis, Spine",MESH:D055013,,CXCL8,15.08,,34697729
"1-(2-cyano-3,12-dioxooleana-1,9-dien-28-oyl) imidazole",C472829,,"Osteoarthritis, Spine",MESH:D055013,,IL6,15.08,,34697729
"1-(2-cyano-3,12-dioxooleana-1,9-dien-28-oyl) imidazole",C472829,,"Osteoarthritis, Spine",MESH:D055013,,TNF,15.08,,34697729
12-dehydrogingerdione,C587370,,Osteoarthritis,MESH:D010003,,PTGS2,4.24,,32004530
12-dehydrogingerdione,C587370,,"Osteoarthritis, Spine",MESH:D055013,,IL6,5.66,,34697729
12-deoxyphorbolphenylacetate-20-acetate,C029705,54662-30-5,Osteoarthritis,MESH:D010003,,SOD2,4.18,,15292528|18784066|22108257
"1,2-diacetylbenzene",C048792,704-00-7,Osteoarthritis,MESH:D010003,,COL1A2,3.87,,18784066
"1,2-diacetylbenzene",C048792,704-00-7,"Osteoarthritis, Hip",MESH:D015207,,MAPT,4.77,,30664745
"1,2-diamino-4-nitrobenzene",C012277,99-56-9,Osteoarthritis,MESH:D010003,,AKR1C2,3.62,,18784066
"1,2-dibromo-2,4-dicyanobutane",C039411,35691-65-7,Osteoarthritis,MESH:D010003,,IL1B,7.55,,21954917|37943572
"1,2-dibromo-2,4-dicyanobutane",C039411,35691-65-7,Osteoarthritis,MESH:D010003,,TXNRD1,7.55,,18784066
"1,2-dibromo-2,4-dicyanobutane",C039411,35691-65-7,"Osteoarthritis, Spine",MESH:D055013,,CXCL8,5.05,,34697729
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",C517232,,Osteoarthritis,MESH:D010003,,IL1B,5.90,,21954917|37943572
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",C517232,,Osteoarthritis,MESH:D010003,,PTGS2,5.90,,32004530
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",C517232,,Osteoarthritis,MESH:D010003,,SOD2,5.90,,15292528|18784066|22108257
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",C517232,,Osteoarthritis,MESH:D010003,,TGM2,5.90,,18784066
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",C517232,,"Osteoarthritis, Hip",MESH:D015207,,DIABLO,3.82,,30664745
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",C517232,,"Osteoarthritis, Spine",MESH:D055013,,CXCL8,12.86,,34697729
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",C517232,,"Osteoarthritis, Spine",MESH:D055013,,IL6,12.86,,34697729
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",C517232,,"Osteoarthritis, Spine",MESH:D055013,,TNF,12.86,,34697729
"1,2-dielaidoylphosphatidylethanolamine",C020888,76391-83-8,"Osteoarthritis, Spine",MESH:D055013,,DUSP1,5.94,,34697729
"1,2-diethyl-3-hydroxypyridin-4-one",C068543,115900-75-9,Osteoarthritis,MESH:D010003,,SLC2A1,4.41,,18973239
"1,2-Dihydroxybenzene-3,5-Disulfonic Acid Disodium Salt",D014013,149-45-1,Osteoarthritis,MESH:D010003,,CXCL2,14.53,,15292528
"1,2-Dihydroxybenzene-3,5-Disulfonic Acid Disodium Salt",D014013,149-45-1,Osteoarthritis,MESH:D010003,,GAPDH,14.53,,18784066
"1,2-Dihydroxybenzene-3,5-Disulfonic Acid Disodium Salt",D014013,149-45-1,Osteoarthritis,MESH:D010003,,IL1B,14.53,,21954917|37943572
"1,2-Dihydroxybenzene-3,5-Disulfonic Acid Disodium Salt",D014013,149-45-1,Osteoarthritis,MESH:D010003,,SOD2,14.53,,15292528|18784066|22108257
"1,2-Dihydroxybenzene-3,5-Disulfonic Acid Disodium Salt",D014013,149-45-1,Osteoarthritis,MESH:D010003,,TGFB1,14.53,,30664745
"1,2-Dihydroxybenzene-3,5-Disulfonic Acid Disodium Salt",D014013,149-45-1,"Osteoarthritis, Spine",MESH:D055013,,IL6,9.98,,34697729
"1,2-Dihydroxybenzene-3,5-Disulfonic Acid Disodium Salt",D014013,149-45-1,"Osteoarthritis, Spine",MESH:D055013,,TNF,9.98,,34697729
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,ACAA2,45.82,,18784066
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,ACO1,45.82,,18784066
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,ACTB,45.82,,18784066
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,ADGRG2,45.82,,17568789
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,ASPN,45.82,607850,
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,ATP1A3,45.82,,18784066
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,ATP6V1B2,45.82,,18784066
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,BMP4,45.82,,20008919
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,CHI3L1,45.82,,18784066
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,CLIC1,45.82,,18784066
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,CLU,45.82,,17568789|18784066
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,COL1A2,45.82,,18784066
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,COL6A2,45.82,,18784066
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,COMP,45.82,,7670472
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,CTSD,45.82,,18784066
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,DAPP1,45.82,,18784066
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,DDX3X,45.82,,18784066
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,DPEP1,45.82,,30664745
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,DPYSL2,45.82,,18784066
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,EDIL3,45.82,,18784066
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,EEF2,45.82,,18784066
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,ENO1,45.82,,18784066
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,ESD,45.82,,18784066
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,ETFA,45.82,,18784066
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,EZR,45.82,,18784066
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,FGF18,45.82,,30664745
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,FRZB,45.82,165720,
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,GAPDH,45.82,,18784066
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,GDF5,45.82,612400,18830904|30664745
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,GLS,45.82,,18784066
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,HADHA,45.82,,18784066
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,HIBCH,45.82,,18784066
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,IDH2,45.82,,18784066
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,IDH3A,45.82,,18784066
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,IL1B,45.82,,21954917|37943572
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,IMMT,45.82,,18784066
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,LTBP3,45.82,,11790802|12379497
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,MSN,45.82,,18784066
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,MVP,45.82,,18784066
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,NDUFS8,45.82,,18784066
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,NME2,45.82,,18784066
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,OPA1,45.82,,18784066
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,P3H3,45.82,,18784066
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,PDCD6IP,45.82,,18784066
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,PDHA1,45.82,,18784066
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,PLCD1,45.82,,18784066
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,PLOD2,45.82,,18784066
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,PLS3,45.82,,18784066
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,PPARG,45.82,,17568789
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,PPP2R1A,45.82,,18784066
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,PSMB1,45.82,,18784066
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,PTGS2,45.82,,32004530
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,RAN,45.82,,18784066
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,RCN3,45.82,,18784066
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,SCRN1,45.82,,18784066
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,SDCBP,45.82,,18784066
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,SDHA,45.82,,18784066
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,SEC23A,45.82,,18784066
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,SLC2A1,45.82,,18973239
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,SMAD3,45.82,,21217753|22772368
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,SOD2,45.82,,15292528|18784066|22108257
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,TFPI2,45.82,,15292528
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,TGFB1,45.82,,30664745
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,TGM2,45.82,,18784066
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,TRAP1,45.82,,18784066
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,TRIM2,45.82,,17568789
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,TXNRD1,45.82,,18784066
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,VDAC2,45.82,,18784066
"1,2-Dimethylhydrazine",D019813,540-73-8,Osteoarthritis,MESH:D010003,,YWHAQ,45.82,,18784066
