GeneSymbol,GeneID,DiseaseName,DiseaseID,DirectEvidence,InferenceChemicalName,InferenceScore,OmimIDs,PubMedIDs
ABCC6,368,Retinal Hemorrhage,MESH:D012166,,Zidovudine,15.16,,19668413
ABCC6B.2,100002917,Retinal Hemorrhage,MESH:D012166,,Warfarin,5.93,,12855977
ABCD1,215,Retinal Hemorrhage,MESH:D012166,,Zidovudine,4.56,,19668413
ABCD3,5825,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.06,,18452541
ABCE1,6059,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.19,,18452541
ABCF2,10061,Retinal Hemorrhage,MESH:D012166,,Tretinoin,9.76,,18452541
ABCF2,10061,Retinal Hemorrhage,MESH:D012166,,Zidovudine,9.76,,19668413
ABCF2A,336770,Retinal Hemorrhage,MESH:D012166,,Warfarin,5.23,,12855977
ABCF3,55324,Retinal Hemorrhage,MESH:D012166,,Zidovudine,4.75,,19668413
ABCG1,9619,Retinal Hemorrhage,MESH:D012166,,Tretinoin,2.94,,18452541
ABCG2,9429,Retinal Hemorrhage,MESH:D012166,,Azathioprine,16.87,,12352092
ABCG2,9429,Retinal Hemorrhage,MESH:D012166,,Tretinoin,16.87,,18452541
ABCG2,9429,Retinal Hemorrhage,MESH:D012166,,Warfarin,16.87,,12855977
ABCG2,9429,Retinal Hemorrhage,MESH:D012166,,Zidovudine,16.87,,19668413
ABCG5,64240,Retinal Hemorrhage,MESH:D012166,,Azathioprine,8.21,,12352092
ABCG5,64240,Retinal Hemorrhage,MESH:D012166,,Tretinoin,8.21,,18452541
ABCG8,64241,Retinal Hemorrhage,MESH:D012166,,Tretinoin,8.76,,18452541
ABCG8,64241,Retinal Hemorrhage,MESH:D012166,,Zidovudine,8.76,,19668413
ABCH1,558667,Retinal Hemorrhage,MESH:D012166,,Warfarin,5.81,,12855977
ABHD10,55347,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.51,,18452541
ABHD11,83451,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.35,,18452541
ABHD14A,25864,Retinal Hemorrhage,MESH:D012166,,Vitamin E,4.26,,3547300
ABHD14B,84836,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.36,,18452541
ABHD15,116236,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.44,,18452541
ABHD17A,81926,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.56,,18452541
ABHD2,11057,Retinal Hemorrhage,MESH:D012166,,Tretinoin,8.88,,18452541
ABHD2,11057,Retinal Hemorrhage,MESH:D012166,,Vitamin E,8.88,,3547300
ABHD4,63874,Retinal Hemorrhage,MESH:D012166,,Azathioprine,9.38,,12352092
ABHD4,63874,Retinal Hemorrhage,MESH:D012166,,Vitamin E,9.38,,3547300
ABI2,10152,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.51,,18452541
ABL1,25,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.06,,18452541
ABLIM1,3983,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.12,,18452541
ABRA,137735,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.79,,18452541
ABRAB,445477,Retinal Hemorrhage,MESH:D012166,,Warfarin,5.65,,12855977
ABRACL,58527,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.53,,18452541
ABRAXAS1,84142,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.66,,18452541
ABTB3,121551,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.42,,18452541
ACAA1,30,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.28,,18452541
ACAA2,10449,Retinal Hemorrhage,MESH:D012166,,Tretinoin,8.29,,18452541
ACAA2,10449,Retinal Hemorrhage,MESH:D012166,,Vitamin E,8.29,,3547300
ACACA,31,Retinal Hemorrhage,MESH:D012166,,Tretinoin,7.15,,18452541
ACACA,31,Retinal Hemorrhage,MESH:D012166,,Zidovudine,7.15,,19668413
ACACB,32,Retinal Hemorrhage,MESH:D012166,,Tretinoin,8.44,,18452541
ACACB,32,Retinal Hemorrhage,MESH:D012166,,Zidovudine,8.44,,19668413
ACAD11,84129,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.27,,18452541
ACADM,34,Retinal Hemorrhage,MESH:D012166,,Tretinoin,2.89,,18452541
ACADS,35,Retinal Hemorrhage,MESH:D012166,,Vitamin E,3.90,,3547300
ACADSB,36,Retinal Hemorrhage,MESH:D012166,,Tretinoin,9.31,,18452541
ACADSB,36,Retinal Hemorrhage,MESH:D012166,,Zidovudine,9.31,,19668413
ACADVL,37,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.08,,18452541
ACAN,176,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.28,,18452541
ACANA,497505,Retinal Hemorrhage,MESH:D012166,,Warfarin,5.65,,12855977
ACAP1,9744,Retinal Hemorrhage,MESH:D012166,,Cytarabine,4.56,,10997890
ACAP2,23527,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.51,,18452541
ACAT1,38,Retinal Hemorrhage,MESH:D012166,,Vitamin E,3.71,,3547300
ACAT2,39,Retinal Hemorrhage,MESH:D012166,,Azathioprine,8.28,,12352092
ACAT2,39,Retinal Hemorrhage,MESH:D012166,,Tretinoin,8.28,,18452541
ACBD6,84320,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.68,,18452541
ACBD7,414149,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.58,,18452541
ACD,65057,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.62,,18452541
ACE2,59272,Retinal Hemorrhage,MESH:D012166,,Azathioprine,8.07,,12352092
ACE2,59272,Retinal Hemorrhage,MESH:D012166,,Tretinoin,8.07,,18452541
ACER2,340485,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.31,,18452541
ACER3,55331,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.49,,18452541
ACHE,43,Retinal Hemorrhage,MESH:D012166,,Cytarabine,14.61,,10997890
ACHE,43,Retinal Hemorrhage,MESH:D012166,,Minocycline,14.61,,11491116|15184329
ACHE,43,Retinal Hemorrhage,MESH:D012166,,Tretinoin,14.61,,18452541
ACHE,43,Retinal Hemorrhage,MESH:D012166,,Vitamin E,14.61,,3547300
ACIN1,22985,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.31,,18452541
ACKR1,2532,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.57,,18452541
ACKR3,57007,Retinal Hemorrhage,MESH:D012166,,Azathioprine,8.89,,12352092
ACKR3,57007,Retinal Hemorrhage,MESH:D012166,,Tretinoin,8.89,,18452541
ACKR3B,561050,Retinal Hemorrhage,MESH:D012166,,Tretinoin,4.57,,18452541
ACKR4,51554,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.56,,18452541
ACO1,48,Retinal Hemorrhage,MESH:D012166,,Tretinoin,2.97,,18452541
ACO2,50,Retinal Hemorrhage,MESH:D012166,,Vitamin E,3.74,,3547300
ACOT11,26027,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.49,,18452541
ACOT2,10965,Retinal Hemorrhage,MESH:D012166,,Vitamin E,3.73,,3547300
ACOT7,11332,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.22,,18452541
ACOX1,51,Retinal Hemorrhage,MESH:D012166,,Tretinoin,2.70,,18452541
ACP1,52,Retinal Hemorrhage,MESH:D012166,,Tretinoin,9.42,,18452541
ACP1,52,Retinal Hemorrhage,MESH:D012166,,Vitamin E,9.42,,3547300
ACP2,53,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.31,,18452541
ACP3,55,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.29,,18452541
ACP4,93650,Retinal Hemorrhage,MESH:D012166,,Tretinoin,4.08,,18452541
ACP5,54,Retinal Hemorrhage,MESH:D012166,,Tretinoin,2.98,,18452541
ACP7,390928,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.83,,18452541
ACRBP,84519,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.50,,18452541
ACSF3,197322,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.63,,18452541
ACSL1,2180,Retinal Hemorrhage,MESH:D012166,,Tretinoin,2.78,,18452541
ACSL4,2182,Retinal Hemorrhage,MESH:D012166,,Tretinoin,2.87,,18452541
ACSL5,51703,Retinal Hemorrhage,MESH:D012166,,Azathioprine,4.11,,12352092
ACSL6,23305,Retinal Hemorrhage,MESH:D012166,,Zidovudine,4.52,,19668413
ACSM3,6296,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.14,,18452541
ACSS1,84532,Retinal Hemorrhage,MESH:D012166,,Warfarin,4.25,,12855977
ACSS2,55902,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.03,,18452541
ACTA1,58,Retinal Hemorrhage,MESH:D012166,,Cytarabine,4.02,,10997890
ACTA2,59,Retinal Hemorrhage,MESH:D012166,,Tretinoin,10.58,,18452541
ACTA2,59,Retinal Hemorrhage,MESH:D012166,,Vitamin E,10.58,,3547300
ACTA2,59,Retinal Hemorrhage,MESH:D012166,,Warfarin,10.58,,12855977
ACTB,60,Retinal Hemorrhage,MESH:D012166,,Tretinoin,12.83,,18452541
ACTB,60,Retinal Hemorrhage,MESH:D012166,,Vitamin E,12.83,,3547300
ACTB,60,Retinal Hemorrhage,MESH:D012166,,Warfarin,12.83,,12855977
ACTC1,70,Retinal Hemorrhage,MESH:D012166,,Cytarabine,9.16,,10997890
ACTC1,70,Retinal Hemorrhage,MESH:D012166,,Tretinoin,9.16,,18452541
ACTC1A,408256,Retinal Hemorrhage,MESH:D012166,,Tretinoin,4.51,,18452541
ACTG1,71,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.02,,18452541
ACTG2,72,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.16,,18452541
ACTL6A,86,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.46,,18452541
ACTL6B,51412,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.82,,18452541
ACTN1,87,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.00,,18452541
ACTN2,88,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.29,,18452541
ACTN3,89,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.46,,18452541
ACTN4,81,Retinal Hemorrhage,MESH:D012166,,Vitamin E,3.92,,3547300
ACTR1A,10121,Retinal Hemorrhage,MESH:D012166,,Tretinoin,9.98,,18452541
ACTR1A,10121,Retinal Hemorrhage,MESH:D012166,,Vitamin E,9.98,,3547300
ACTR1B,10120,Retinal Hemorrhage,MESH:D012166,,Vitamin E,4.33,,3547300
ACTR2,10097,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.35,,18452541
ACTR3,10096,Retinal Hemorrhage,MESH:D012166,,Tretinoin,9.22,,18452541
ACTR3,10096,Retinal Hemorrhage,MESH:D012166,,Warfarin,9.22,,12855977
ACTR3C,653857,Retinal Hemorrhage,MESH:D012166,,Tretinoin,4.11,,18452541
ACTR6,64431,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.52,,18452541
ACVR1B,91,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.58,,18452541
ACVR2A,92,Retinal Hemorrhage,MESH:D012166,,Tretinoin,10.37,,18452541
ACVR2A,92,Retinal Hemorrhage,MESH:D012166,,Vitamin E,10.37,,3547300
ACVR2B,93,Retinal Hemorrhage,MESH:D012166,,Tretinoin,9.71,,18452541
ACVR2B,93,Retinal Hemorrhage,MESH:D012166,,Warfarin,9.71,,12855977
ACVRL1,94,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.32,,18452541
ACY3.1,791456,Retinal Hemorrhage,MESH:D012166,,Tretinoin,4.80,,18452541
ACYP1,97,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.41,,18452541
ADA,100,Retinal Hemorrhage,MESH:D012166,,Tretinoin,8.50,,18452541
ADA,100,Retinal Hemorrhage,MESH:D012166,,Zidovudine,8.50,,19668413
ADA2,51816,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.91,,18452541
ADAM10,102,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.22,,18452541
ADAM17,6868,Retinal Hemorrhage,MESH:D012166,,Tretinoin,8.74,,18452541
ADAM17,6868,Retinal Hemorrhage,MESH:D012166,,Vitamin E,8.74,,3547300
ADAM19,8728,Retinal Hemorrhage,MESH:D012166,,Cytarabine,9.29,,10997890
ADAM19,8728,Retinal Hemorrhage,MESH:D012166,,Tretinoin,9.29,,18452541
ADAM22,53616,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.34,,18452541
ADAM23,8745,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.48,,18452541
ADAM28,10863,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.60,,18452541
ADAM33,80332,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.52,,18452541
ADAM8,101,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.20,,18452541
ADAM8A,368917,Retinal Hemorrhage,MESH:D012166,,Warfarin,5.34,,12855977
ADAM8B,100005593,Retinal Hemorrhage,MESH:D012166,,Warfarin,5.72,,12855977
ADAM9,8754,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.28,,18452541
ADAMDEC1,27299,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.65,,18452541
ADAMTS1,9510,Retinal Hemorrhage,MESH:D012166,,Cytarabine,8.26,,10997890
ADAMTS1,9510,Retinal Hemorrhage,MESH:D012166,,Tretinoin,8.26,,18452541
ADAMTS17,170691,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.61,,18452541
ADAMTS18,170692,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.62,,18452541
ADAMTS19,171019,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.69,,18452541
ADAMTS2,9509,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.27,,18452541
ADAMTS3,9508,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.59,,18452541
ADAMTS4,9507,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.28,,18452541
ADAMTS5,11096,Retinal Hemorrhage,MESH:D012166,,Tretinoin,9.01,,18452541
ADAMTS5,11096,Retinal Hemorrhage,MESH:D012166,,Vitamin E,9.01,,3547300
ADAMTS6,11174,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.46,,18452541
ADAMTS7,11173,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.35,,18452541
ADAMTS8A,569618,Retinal Hemorrhage,MESH:D012166,,Warfarin,5.58,,12855977
ADAMTS9,56999,Retinal Hemorrhage,MESH:D012166,,Cytarabine,9.37,,10997890
ADAMTS9,56999,Retinal Hemorrhage,MESH:D012166,,Tretinoin,9.37,,18452541
ADAMTSL2,9719,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.44,,18452541
ADAMTSL4,54507,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.35,,18452541
ADAP1,11033,Retinal Hemorrhage,MESH:D012166,,Vitamin E,4.21,,3547300
ADAP2,55803,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.37,,18452541
ADAR,103,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.29,,18452541
ADARB1,104,Retinal Hemorrhage,MESH:D012166,,Tretinoin,9.13,,18452541
ADARB1,104,Retinal Hemorrhage,MESH:D012166,,Vitamin E,9.13,,3547300
ADARB1A,58134,Retinal Hemorrhage,MESH:D012166,,Tretinoin,4.57,,18452541
ADAT2,134637,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.50,,18452541
ADCK1,57143,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.82,,18452541
ADCK3,100525602,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.91,,18452541
ADCY1,107,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.30,,18452541
ADCY2,108,Retinal Hemorrhage,MESH:D012166,,Vitamin E,4.05,,3547300
ADCY4,196883,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.42,,18452541
ADCY5,111,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.24,,18452541
ADCY6,112,Retinal Hemorrhage,MESH:D012166,,Vitamin E,3.99,,3547300
ADCY6A,570652,Retinal Hemorrhage,MESH:D012166,,Tretinoin,4.91,,18452541
ADCY7,113,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.18,,18452541
ADD1,118,Retinal Hemorrhage,MESH:D012166,,Tretinoin,9.29,,18452541
ADD1,118,Retinal Hemorrhage,MESH:D012166,,Vitamin E,9.29,,3547300
ADD3,120,Retinal Hemorrhage,MESH:D012166,,Tretinoin,8.87,,18452541
ADD3,120,Retinal Hemorrhage,MESH:D012166,,Vitamin E,8.87,,3547300
ADD3A,556762,Retinal Hemorrhage,MESH:D012166,,Tretinoin,4.63,,18452541
ADGRA2,25960,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.55,,18452541
ADGRB1,575,Retinal Hemorrhage,MESH:D012166,,Vitamin E,4.26,,3547300
ADGRB3,577,Retinal Hemorrhage,MESH:D012166,,Cytarabine,4.74,,10997890
ADGRE1,2015,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.06,,18452541
ADGRE10,569655,Retinal Hemorrhage,MESH:D012166,,Warfarin,5.93,,12855977
ADGRE2,30817,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.83,,18452541
ADGRE3,84658,Retinal Hemorrhage,MESH:D012166,,Tretinoin,4.36,,18452541
ADGRE5,976,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.33,,18452541
ADGRF1,266977,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.55,,18452541
ADGRF3,165082,Retinal Hemorrhage,MESH:D012166,,Tretinoin,4.04,,18452541
ADGRF5,221395,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.41,,18452541
ADGRG1,9289,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.11,,18452541
ADGRG2,10149,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.30,,18452541
ADGRG3,222487,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.57,,18452541
ADGRG5,221188,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.84,,18452541
ADGRG6,57211,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.32,,18452541
ADGRL1,22859,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.33,,18452541
ADGRL4,64123,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.48,,18452541
ADH1A,124,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.59,,18452541
ADH1B,125,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.38,,18452541
ADH1C,126,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.47,,18452541
ADH4,127,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.18,,18452541
ADH5,128,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.19,,18452541
ADH6B,100417514,Retinal Hemorrhage,MESH:D012166,,Tretinoin,4.91,,18452541
ADH7,131,Retinal Hemorrhage,MESH:D012166,,Vitamin E,3.97,,3547300
ADI1,55256,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.28,,18452541
ADIPOQ,9370,Retinal Hemorrhage,MESH:D012166,,Cytarabine,17.13,,10997890
ADIPOQ,9370,Retinal Hemorrhage,MESH:D012166,,Vitamin E,17.13,,3547300
ADIPOQ,9370,Retinal Hemorrhage,MESH:D012166,,Warfarin,17.13,,12855977
ADIPOQ,9370,Retinal Hemorrhage,MESH:D012166,,Zidovudine,17.13,,19668413
ADIPOR2,79602,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.14,,18452541
ADIRF,10974,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.66,,18452541
ADISSP,54976,Retinal Hemorrhage,MESH:D012166,,Vitamin E,4.42,,3547300
ADKA,368220,Retinal Hemorrhage,MESH:D012166,,Tretinoin,4.41,,18452541
ADM,133,Retinal Hemorrhage,MESH:D012166,,Azathioprine,7.89,,12352092
ADM,133,Retinal Hemorrhage,MESH:D012166,,Tretinoin,7.89,,18452541
ADM2,79924,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.34,,18452541
ADM2A,403114,Retinal Hemorrhage,MESH:D012166,,Warfarin,5.65,,12855977
ADNP2,22850,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.62,,18452541
ADORA2A,135,Retinal Hemorrhage,MESH:D012166,,Azathioprine,8.36,,12352092
ADORA2A,135,Retinal Hemorrhage,MESH:D012166,,Tretinoin,8.36,,18452541
ADORA2AB,566118,Retinal Hemorrhage,MESH:D012166,,Warfarin,5.81,,12855977
ADORA2B,136,Retinal Hemorrhage,MESH:D012166,,Tretinoin,8.78,,18452541
ADORA2B,136,Retinal Hemorrhage,MESH:D012166,,Warfarin,8.78,,12855977
ADORA3,140,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.40,,18452541
ADRA1A,148,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.12,,18452541
ADRA1B,147,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.08,,18452541
ADRA2A,150,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.13,,18452541
ADRA2C,152,Retinal Hemorrhage,MESH:D012166,,Tretinoin,9.55,,18452541
ADRA2C,152,Retinal Hemorrhage,MESH:D012166,,Vitamin E,9.55,,3547300
ADRB2,154,Retinal Hemorrhage,MESH:D012166,,Tretinoin,2.74,,18452541
ADRM1,11047,Retinal Hemorrhage,MESH:D012166,,Vitamin E,3.94,,3547300
ADSL,158,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.35,,18452541
ADSS1,122622,Retinal Hemorrhage,MESH:D012166,,Tretinoin,3.28,,18452541
AEBP1,165,Retinal Hemorrhage,MESH:D012166,,Vitamin E,10.08,,3547300
