GeneSymbol,GeneID,DiseaseName,DiseaseID,DirectEvidence,InferenceChemicalName,InferenceScore,OmimIDs,PubMedIDs
ACE2,59272,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,3.90,,11684046|12405556|18078449|19452292|25395965|9095378
ACHE,43,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,5.94,,12405556|9463841
ACHE,43,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,5.94,,11684046|12405556|18078449|19452292|25395965|9095378
ACHE,43,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,3.45,,16886695|16905684
ACOT6,641372,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,4.81,,11684046|12405556|18078449|19452292|25395965|9095378
ACOX1,51,"Sleep Disorders, Intrinsic",MESH:D020919,,Olanzapine,4.61,,16886695
ACP5A,406801,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.92,,12405556|9463841
ACP5A,406801,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,5.47,,16886695|16905684
ACSL1A,555308,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,5.13,,12405556|9463841
ACSL1A,555308,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,5.68,,16886695|16905684
ACSL3,2181,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.73,,12405556|9463841
ACSL3,2181,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.27,,16886695|16905684
ACSL4,2182,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,3.91,,11684046|12405556|18078449|19452292|25395965|9095378
ACSM2,233799,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,4.74,,11684046|12405556|18078449|19452292|25395965|9095378
ACSM3,6296,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,4.18,,11684046|12405556|18078449|19452292|25395965|9095378
ACTA2,59,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,3.39,,11684046|12405556|18078449|19452292|25395965|9095378
ADA,100,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.66,,12405556|9463841
ADA,100,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.20,,16886695|16905684
ADAM1A,8759,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.37,,12405556|9463841
ADAM1A,8759,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.91,,16886695|16905684
ADAM8,101,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Phenelzine,4.95,,3273886
ADAMTS2,9509,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Phenelzine,5.02,,3273886
ADAMTS9,56999,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Phenelzine,5.00,,3273886
ADCY5,111,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.92,,12405556|9463841
ADCY5,111,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.46,,16886695|16905684
ADCYAP1R1,117,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.05,,12405556|9463841
ADCYAP1R1,117,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,11.80,,16886695|16905684
ADCYAP1R1,117,"Sleep Disorders, Intrinsic",MESH:D020919,,Olanzapine,11.80,,16886695
ADH8B,402841,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.65,,12405556|9463841
ADH8B,402841,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,5.20,,16886695|16905684
ADIPOQ,9370,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,3.60,,11684046|12405556|18078449|19452292|25395965|9095378
ADIPOQ,9370,"Sleep Disorders, Intrinsic",MESH:D020919,,Olanzapine,4.46,,16886695
ADOB,406474,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,5.31,,12405556|9463841
ADOB,406474,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,5.85,,16886695|16905684
ADORA2A,135,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.63,,12405556|9463841
ADORA2A,135,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.17,,16886695|16905684
ADORA2B,136,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,4.12,,11684046|12405556|18078449|19452292|25395965|9095378
ADRB3A,558248,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,5.47,,12405556|9463841
ADRB3A,558248,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,6.02,,16886695|16905684
ADSL,158,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.03,,12405556|9463841
ADSL,158,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.57,,16886695|16905684
AFM,173,"Sleep Disorders, Intrinsic",MESH:D020919,,Olanzapine,5.40,,16886695
AFMID,125061,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.10,,12405556|9463841
AFMID,125061,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.64,,16886695|16905684
AFP4,568707,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.76,,12405556|9463841
AFP4,568707,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,5.31,,16886695|16905684
AGBL5,60509,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.18,,12405556|9463841
AGBL5,60509,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.73,,16886695|16905684
AGER,177,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,4.00,,11684046|12405556|18078449|19452292|25395965|9095378
AGPAT1,10554,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.18,,12405556|9463841
AGPAT1,10554,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.73,,16886695|16905684
AGPS,8540,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.07,,12405556|9463841
AGPS,8540,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.62,,16886695|16905684
AGRP,181,"Sleep Disorders, Intrinsic",MESH:D020919,,Olanzapine,5.43,,16886695
AGT,183,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,6.40,,12405556|9463841
AGT,183,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,6.40,,11684046|12405556|18078449|19452292|25395965|9095378
AGT,183,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,3.59,,16886695|16905684
AGXTB,79378,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.69,,12405556|9463841
AGXTB,79378,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,5.24,,16886695|16905684
AIF1,199,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,3.94,,11684046|12405556|18078449|19452292|25395965|9095378
AIFM5,557064,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,5.93,,12405556|9463841
AIFM5,557064,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,6.48,,16886695|16905684
AIM2,9447,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,4.62,,11684046|12405556|18078449|19452292|25395965|9095378
AK4,205,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.70,,12405556|9463841
AK4,205,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.24,,16886695|16905684
AKAP7,9465,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.13,,12405556|9463841
AKAP7,9465,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.68,,16886695|16905684
AKR1A1A,445326,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.76,,12405556|9463841
AKR1A1A,445326,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,5.31,,16886695|16905684
AKR7A3,22977,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,4.06,,11684046|12405556|18078449|19452292|25395965|9095378
AKT1,207,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,5.04,,12405556|9463841
AKT1,207,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,5.04,,11684046|12405556|18078449|19452292|25395965|9095378
AKT1,207,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,7.10,,16886695|16905684
AKT1,207,"Sleep Disorders, Intrinsic",MESH:D020919,,Olanzapine,7.10,,16886695
AKT2,208,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,8.10,,12405556|9463841
AKT2,208,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,8.10,,11684046|12405556|18078449|19452292|25395965|9095378
AKT2,208,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.12,,16886695|16905684
AKT3,10000,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,4.16,,11684046|12405556|18078449|19452292|25395965|9095378
ALAS1,211,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,3.93,,11684046|12405556|18078449|19452292|25395965|9095378
ALB,213,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,3.27,,11684046|12405556|18078449|19452292|25395965|9095378
ALB,213,"Sleep Disorders, Intrinsic",MESH:D020919,,Olanzapine,4.12,,16886695
ALDH18A1,5832,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.81,,12405556|9463841
ALDH18A1,5832,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.36,,16886695|16905684
ALDH5A1,7915,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,4.19,,11684046|12405556|18078449|19452292|25395965|9095378
ALDOA,226,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.51,,12405556|9463841
ALDOA,226,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.04,,16886695|16905684
ALDOC,230,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.61,,12405556|9463841
ALDOC,230,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.15,,16886695|16905684
ALOX5AP,241,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Phenelzine,4.87,,3273886
ALPI,248,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,4.44,,11684046|12405556|18078449|19452292|25395965|9095378
ALPL,249,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,3.68,,11684046|12405556|18078449|19452292|25395965|9095378
AMBP,259,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.84,,12405556|9463841
AMBP,259,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.38,,16886695|16905684
AMH,268,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,4.20,,11684046|12405556|18078449|19452292|25395965|9095378
AMOTL2A,558920,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,5.38,,12405556|9463841
AMOTL2A,558920,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,5.93,,16886695|16905684
AMY2A3,100043686,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,5.05,,11684046|12405556|18078449|19452292|25395965|9095378
AND2,566702,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.73,,12405556|9463841
AND2,566702,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,5.28,,16886695|16905684
AND4,100192207,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,5.38,,12405556|9463841
AND4,100192207,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,5.93,,16886695|16905684
ANKFY1,51479,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.10,,12405556|9463841
ANKFY1,51479,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.64,,16886695|16905684
ANKHD1,54882,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.05,,12405556|9463841
ANKHD1,54882,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.60,,16886695|16905684
ANKRD1B,564159,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.61,,12405556|9463841
ANKRD1B,564159,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,5.16,,16886695|16905684
ANKRD9,122416,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.09,,12405556|9463841
ANKRD9,122416,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.64,,16886695|16905684
ANP32E,81611,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.89,,12405556|9463841
ANP32E,81611,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.43,,16886695|16905684
ANTXR1D,563132,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,5.93,,12405556|9463841
ANTXR1D,563132,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,6.48,,16886695|16905684
ANTXR2A,557239,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,5.18,,12405556|9463841
ANTXR2A,557239,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,5.73,,16886695|16905684
ANXA1A,334724,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.67,,12405556|9463841
ANXA1A,334724,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,5.22,,16886695|16905684
ANXA1C,494158,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.96,,12405556|9463841
ANXA1C,494158,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,5.51,,16886695|16905684
AOX1,316,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,3.95,,11684046|12405556|18078449|19452292|25395965|9095378
AP2A1,160,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.05,,12405556|9463841
AP2A1,160,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.60,,16886695|16905684
AP2A2,161,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.14,,12405556|9463841
AP2A2,161,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.69,,16886695|16905684
AP2B1,163,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.04,,12405556|9463841
AP2B1,163,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.58,,16886695|16905684
AP2M1,1173,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,9.63,,12405556|9463841
AP2M1,1173,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Phenelzine,9.63,,3273886
AP2M1,1173,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.51,,16886695|16905684
AP3B1,8546,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.23,,12405556|9463841
AP3B1,8546,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.78,,16886695|16905684
AP5M1,55745,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.35,,12405556|9463841
AP5M1,55745,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.89,,16886695|16905684
APAF1,317,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,7.58,,12405556|9463841
APAF1,317,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,7.58,,11684046|12405556|18078449|19452292|25395965|9095378
APAF1,317,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,3.96,,16886695|16905684
APEX1,328,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,3.93,,11684046|12405556|18078449|19452292|25395965|9095378
APOA1,335,"Sleep Disorders, Intrinsic",MESH:D020919,,Olanzapine,4.60,,16886695
APOA1A,30355,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.76,,12405556|9463841
APOA1A,30355,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,5.31,,16886695|16905684
APOA1B,100101640,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.76,,12405556|9463841
APOA1B,100101640,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,5.31,,16886695|16905684
APOA2,336,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.78,,12405556|9463841
APOA2,336,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.33,,16886695|16905684
APOA4,337,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.65,,12405556|9463841
APOA4,337,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,10.47,,16886695|16905684
APOA4,337,"Sleep Disorders, Intrinsic",MESH:D020919,,Olanzapine,10.47,,16886695
APOA4A,550608,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,5.08,,12405556|9463841
APOA4A,550608,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,5.63,,16886695|16905684
APOA4B.1,322543,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.76,,12405556|9463841
APOA4B.1,322543,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,5.31,,16886695|16905684
APOA4B.2,570354,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.96,,12405556|9463841
APOA4B.2,570354,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,5.51,,16886695|16905684
APOA4B.3,100004607,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.92,,12405556|9463841
APOA4B.3,100004607,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,5.47,,16886695|16905684
APOB,338,"Sleep Disorders, Intrinsic",MESH:D020919,,Olanzapine,4.72,,16886695
APOBA,566465,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.63,,12405556|9463841
APOBA,566465,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,5.18,,16886695|16905684
APOBB.1,321166,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.53,,12405556|9463841
APOBB.1,321166,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,5.08,,16886695|16905684
APOBB.2,100330435,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,5.00,,12405556|9463841
APOBB.2,100330435,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,5.55,,16886695|16905684
APOC1,341,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.82,,12405556|9463841
APOC1,341,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.36,,16886695|16905684
APOC2,344,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.89,,12405556|9463841
APOC2,344,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.44,,16886695|16905684
APOC3,345,"Sleep Disorders, Intrinsic",MESH:D020919,,Olanzapine,4.99,,16886695
APOD,347,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.79,,12405556|9463841
APOD,347,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.34,,16886695|16905684
APOE,348,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Phenelzine,4.36,,3273886
APOEA,553587,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.58,,12405556|9463841
APOEA,553587,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,5.13,,16886695|16905684
APOEB,30314,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.58,,12405556|9463841
APOEB,30314,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,5.13,,16886695|16905684
APOH,350,"Sleep Disorders, Intrinsic",MESH:D020919,,Olanzapine,5.18,,16886695
APP,351,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,3.42,,11684046|12405556|18078449|19452292|25395965|9095378
APP,351,"Sleep Disorders, Intrinsic",MESH:D020919,,Olanzapine,8.89,,16886695
APP,351,"Sleep Disorders, Intrinsic",MESH:D020919,,Quetiapine Fumarate,8.89,,16905684
APPL1,26060,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.04,,12405556|9463841
APPL1,26060,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.59,,16886695|16905684
AQP4,361,"Sleep Disorders, Intrinsic",MESH:D020919,,Olanzapine,5.01,,16886695
AQP8A.1,447923,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.89,,12405556|9463841
AQP8A.1,447923,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,5.44,,16886695|16905684
AR,367,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,3.24,,11684046|12405556|18078449|19452292|25395965|9095378
ARB2A,83989,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,4.56,,11684046|12405556|18078449|19452292|25395965|9095378
ARC,23237,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,8.84,,12405556|9463841
ARC,23237,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Tranylcypromine,8.84,,3273886
ARC,23237,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.24,,16886695|16905684
AREG,374,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.45,,12405556|9463841
AREG,374,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,3.99,,16886695|16905684
ARF1,375,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.98,,12405556|9463841
ARF1,375,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.52,,16886695|16905684
ARF3,377,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.07,,12405556|9463841
ARF3,377,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.61,,16886695|16905684
ARF4A,445196,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,5.24,,12405556|9463841
ARF4A,445196,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,5.79,,16886695|16905684
ARG1,383,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Melatonin,3.79,,11684046|12405556|18078449|19452292|25395965|9095378
ARG2,384,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,3.63,,12405556|9463841
ARG2,384,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.17,,16886695|16905684
ARHGAP30,257106,"Sleep Disorders, Circadian Rhythm",MESH:D020178,,Haloperidol,4.17,,12405556|9463841
ARHGAP30,257106,"Sleep Disorders, Intrinsic",MESH:D020919,,Haloperidol,4.72,,16886695|16905684
